,title,views,ingredients,peoples,times,levels,url
0,집에서도 쉽게 찰떡과 조청으로 만든 꿀떡 만드는법,조회수 37,찹쌀:500g|천일염:1/4큰술|설탕:2큰술,"6인분,이상",2시간 이상,중급,https://www.10000recipe.com/recipe/6974763
1,참외 샐러드 소스 추천 소금코지로 만든 저염식단,조회수 35,참외:2개|올리브유:2스푼|식초:1스푼|소금코지:또는:소금:1작은스푼|후추:1/3작은스푼|허브가루:1/3작은스푼,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6978133
2,정말 맛있는 가지덮밥 만들기/가지요리/돼지고기 가지덮밥,조회수 120,가지:2개|다진돼지고기:200g|양송이버섯:3개|청양고추:2개|꽈리고추:8개|대파:1대|청경채:2~4포기|마늘:1개|부침가루:2T|간장:4T|굴소스:1.5T|매실청:1T|다진마늘:0.5T|후춧가루:약간|식용유:적당량|소금:1t|통깨:약간|밥:2인분,2인분,90분 이내,중급,https://www.10000recipe.com/recipe/6977139
3,보울 한개로 초콜릿쿠키 만들기,조회수 147,버터:100g|초콜릿:100g|설탕:또는:나한과:10g|소금:1g|우유:50ml|노른자:1개|밀가루:박력분:340g,"6인분,이상",120분 이내,초급,https://www.10000recipe.com/recipe/6974675
4,비빔밥재료 애호박나물 애호박볶음 아삭거리게 볶는 방법,조회수 266,애호박:1개|다진마늘:0.5큰술|소금:0.5큰술|참기름:1큰술|식용유:또는:들기름:1큰술,2인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6975140
5,<단호박요리> 단호박 찜빵 단호박 찐빵 단호박빵,조회수 112,단호박:200g|밀가루:박력분:200g|달걀:3개|베이킹:파우더:2ts|소금:1ts|설탕:150g|우유:1/2종이컵|식용유:또는:포도씨유:4Ts,4인분,30분 이내,중급,https://www.10000recipe.com/recipe/6975953
6,버섯으로 관자 느낌 내는 방법! 새송이버섯간장버터구이 만들기,조회수 22만,새송이버섯:2개|버터:30g|어린잎채소|간장:1T|맛술:1T|올리고당:1/2T,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6912734
7,"구워서 더욱 쫀득한 구운 ‘가지무침’ 만드는 방법~양념장 황금레시피! 밑반찬, 도시락반찬^^","조회수 3,695",가지:2개|진간장:4.5T|고춧가루:1T|다진마늘:1/2T|설탕:1T|대파:3T|깨:1/2T|들기름:1.5T,4인분,20분 이내,초급,https://www.10000recipe.com/recipe/6972607
8,달콤 짭조름♡ 떡 베이컨 간장조림♡,조회수 14.4만,베이컨|대파|떡|간장|참기름|물엿|기름,3인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6843136
9,고기처럼 쫄깃한 밥도둑 반찬 '새송이버섯 간장버터구이'레시피,조회수 68만,새송이:버섯:3동|청양고추:1개|대파:1/2대|버터:1T|간장:5T|올리고당:2T|다진마늘:1T|참기름:1T|물:2T,2인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6894323
10,닭봉간장조림~ 십년째 만들어 먹는 양념 공유해요!,조회수 22.9만,닭봉:20개|우유:적당히|대파:1/2대|소주:1/2컵|간장:5숟가락|설탕:2숟가락|식초:2숟가락|청주:2숟가락|케첩:1숟가락|물엿:1숟가락,2인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6940325
11,아삭아삭한 고추된장박이 ,조회수 25.4만,풋고추:10개|된장:2T|다진:마늘:1/3T|송송썰은:대파:1T|참기름:1/2T|통깨:1/2T|매실원액:1T|설탕:1/3T,@,15분 이내,아무나,https://www.10000recipe.com/recipe/4030952
12,밥도둑 반찬 고추장 달걀조림 만들기!TV 알토란 레시피,조회수 15.6만,달걀:10개|양파:1개|청양고추:3개|쪽파:또는:대파:약간|멸치육수:1.5컵|고추장:2T|고춧가루:3T|진간장:4T|설탕:2T|물엿:3T|참기름:2T|깨:1T|후추:1ts,3인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6915088
13,치킨너겟으로 간편하게 간장치킨 만들기,조회수 29.3만,치킨너겟:20개|견과류(아몬드or땅콩):1줌(생략:가능)|진간장:3스푼(밥수저)|설탕:2스푼(밥수저)|올리고당:3스푼(밥수저)|다진:마늘:1스푼(밥수저)|매실액:1스푼(밥수저)|맛술:2스푼(밥수저)|물:3스푼(밥수저),2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6868389
14,단짠단짠의 대패덮밥,조회수 26.4만,대패:삼겹살:400g|대파:2뿌리|설탕:2스푼|맛간장(OR진간장):4스푼,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6878340
15,[마늘종볶음]단짠단짠 자꾸만 손이가요~,조회수 3만,건새우:50g|물:1/4컵|마늘종:300g|소금:1/3큰술|설탕:2큰술|간장:4큰술|식용유:4큰술|참기름:2큰술|물엿:1+1/2큰술|통깨:1큰술,3인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6957535
