,title,views,ingredients,peoples,times,levels,url
0,달지않고 적당한 단맛으로 더 맛있는 아몬드머핀,"조회수 1,058",박력분:300g|우유:110g|베이킹파우더:10g|아몬드가루:6T|소금:1꼬집|버터:140g|계란:4개|슬라이스아몬드,"6인분,이상",60분 이내,고급,https://www.10000recipe.com/recipe/6953592
1,식감이 아삭아삭 살아있는 파절이 만드는법,"조회수 1,435",파채:300g|콩나물:500g|고운고춧가루:3T|진간장:3T|양조식초:3T|설탕:2T|멸치액젓:1T|참기름:0.5T|통깨:1T,4인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6953591
2,집에서 쉽게 즐기는 뉴욕 핫도그,조회수 104,@,@,@,@,https://www.10000recipe.com/recipe/6953590
3,병아리콩으로 만든 부드러운 훔무스와 단백질 가득 문어스테이크,조회수 202,@,@,@,@,https://www.10000recipe.com/recipe/6953589
4,이탈리아 전통 집밥 레시피 :#9 초간단!! 연어의 풍미가 어울러진 크리미한 연어 크림 파스타 만들기,조회수 766,파스타면(탈리아텔레):150g|연어:130g|요리용:생크림:250ml|양파:1/2개|버터:20g|보드카:1/3컵|파슬리:조금|소금|후추,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6953587
5,도토리묵양념 만들기,"조회수 1,082",도토리묵:1팩|상추:3장|진간장:4스푼|올리고당:1스푼|설탕:1스푼|매실청:1스푼|들기름:1스푼|깨:1스푼,2인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6953586
6,푸주 계란장조림~다이어트반찬,"조회수 1,354",삶은계란:8개|불린:푸주:150g|편생강:3조각|월계수잎:2장|조림간장:5큰술|올리고당:3큰술|생강술(맛술/미림/청주):2큰술|물:200ml,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6953585
7,삼색나물전~남은 명절음식 활용편!,조회수 522,시금치:나물:조금|도라지:나물:조금|고사리:나물:조금|불린당면:1줌|계란:3개|부침가루:2~3큰술|올리브유:조금,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6953584
8,야식을 부르는 술안주 에어프라이어요리 감자튀김,조회수 737,감자:2개|파슬리:약간|올리브유:5스푼|소금:0.5스푼|이탈리안:시즈닝(허브믹스):0.5스푼,2인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6953583
9,달콤한 다크초콜릿 타르트 (커피향과~),조회수 687,다크커버춰:초콜릿:110g|생크림:75g|물엿:10g|무염버터:30g|다진:피스타치오:적당량|커피향:에센스:3~4방울|구운:라운드:타르트지:1개,4인분,2시간 이상,초급,https://www.10000recipe.com/recipe/6953582
10,내 추억속의 참치샌드위치,조회수 506,참치:캔:1통|다진:양파:1큰술|마요네즈:2큰술|케찹:2큰술|씨겨자:소스:1작은술,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6953581
11,바삭한 타르트지 만들기♡,"조회수 1,093",버터:132g|슈가파우더:83g|바닐라:슈가:1g|소금:1g|달걀:1개|아몬드파우더:28g|박력분:220g,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/6953580
12,"명절음식 남은전 요리
",조회수 311,남은:전:15개|마늘:2개|양파:1/2개|토마토:1개|소금:1/2T|우유:250ml|스파게티소스:250ml|모짜렐라치즈:1주먹|레드페퍼,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6953579
13,콩나물불고기 황금레시피,"조회수 1,036",돼지고기앞다리살:300g|콩나물:300g|느타리버섯:200g|당근:1토막|양파:1개|썰어:놓은:대파:1컵|오일:2T|다진마늘:1T|미림:1T|고추가루:2T|고추장:2T|설탕:2T|다진마늘:1T|진간장:2T|물엿:2T|미림:2T|후추:톡톡,4인분,20분 이내,초급,https://www.10000recipe.com/recipe/6953578
14,입맛돌아오게 하는 봄동겉절이,"조회수 1,661",봄동:1/2포기|마늘:3알|대파:1/3개|고추가루:3큰술|설탕:1큰술|멸치액젓:3큰술|맛술:1큰술|참기름:1큰술|통깨:2줌,3인분,20분 이내,초급,https://www.10000recipe.com/recipe/6953576
15,바삭 달콤 '고구마치즈볼',조회수 822,고구마:3개|소금:3꼬집|파슬리가루:팍팍|후추:톡톡|모짜렐라:치즈:70g|옥수수통조림|계란:1개|우유:1t|밀가루:적당량|빵가루:적당량,2인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6953575
16,요린이 계란말이 쉽게 하기 동그란 후라이팬으로 계란말이하기,"조회수 1,303",계란:5개|콘옥수수:1개|체다치즈:1장|식용유:2T,2인분,10분 이내,초급,https://www.10000recipe.com/recipe/6953573
17,음요레시피 팽이버섯 에어프라이어 구이 다이어트에 너무 좋아요 ,"조회수 3,051",팽이버섯:1봉지|올리브오일:2T,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6953571
18,앙금 로미아스 쿠키,"조회수 1,035",무염버터:30g|설탕:30g|물엿:30g|아몬드:슬라이스:40g|백앙금:500g|달걀:노른자:1개|아몬드가루:50g|우유:30ml_질기를:보며:추가|단호박가루:5g_기호에:따라:가감|자색고구마:가루:5g_기호에:따라:가감|말차:가루:5g_기호에:따라:가감,4인분,90분 이내,아무나,https://www.10000recipe.com/recipe/6953570
19,바지락 봉골레 파스타 만들기~ 매콤하고 감칠맛이 최고!,조회수 807,스파게티면:90g|바지락:1봉|페퍼론치노:6개|마늘:6개|새송이버섯:1/2개|올리브오일:1/2컵|소금|후추,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6953569
20,김치볶음밥 파기름에 볶아준 김치와 스팸이면 끝~,조회수 942,스팸:200g|대파:1대|양파:1/2개|식용유:2큰술|다진:묵은김치:1컵|밥:2+1/2공기|통깨:1큰술|계란,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6953568
21,[북엇국 끓이는 법]아침국 저녁국으로 좋은 맑은 국물요리,조회수 983,북어:40g|계란:1개|무:1/10개|양파:1/2개|감자:1/2개|두부:1/2모|대파:1대|멸치육수:1.6L|간마늘:1큰술|소금:1.5티스푼|후춧가루:약간|들기름:3큰술,5인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6953567
22,아이들 촉감체험으로/상큼한 딸기양갱 만들기,조회수 621,딸기:500g|한천가루:1.5T|설탕:70g:이상,3인분,30분 이내,초급,https://www.10000recipe.com/recipe/6953566
23,해물믹스로 초간단 해물라면 끓이기,"조회수 1,979",라면:1봉지|냉동:해물믹스:200g|대파:1/2대|다진:마늘:1큰술|고추기름:1큰술,1인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6953565
24,로제 떡볶이 만드는 법. 설날 떡국떡이 남았다면 고소한 로제 떡볶이 만들어 보세요.,조회수 1.4만,떡국떡:300g|로제:스파게티소스:5T|양송이:버섯:4개|어묵:2장|토마토:1/2개|우유:2C,2인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6953563
25,겉바속촉 해물파전,"조회수 1,676",해물믹스:180g|쪽파:10줄|계란:1개|식용유:1/2컵|부침가루:1/2컵|튀김가루:1/2컵|물:1컵|소금:0.5큰술,2인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6953562
26,,조회수 344,코팅:다크초콜릿:130g|코팅:화이트초콜릿:130g|마시멜로우|코코아가루,3인분,60분 이내,초급,https://www.10000recipe.com/recipe/6953561
27,토스트도 접어봤다 l 접어먹는토스트 l 간단한토스트 l 햄치즈토스트 l 간단한 간식 l 간단한요리 l,"조회수 3,227",식빵:2장|계란:3개|슬라이스햄:4장|체다치즈:2장,1인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6953560
28,잡채 만들기,"조회수 2,345",당면:370g|소고기:400g|불린:목이버섯:1줌|표고버섯:5개|파프리카:노란색:1~1.5개|파프리카:주황색:1~1.5개|시금치|대파:1개|양파:1개|간장:2어른수저|설탕:1어른수저|굴소스:1어른수저|미림:2어른수저|후추|다진마늘:1/2어른수저|생강:1/2어른수저|참기름:조금|간장:1어른수저|후추:조금|다진마늘:조금|참기름:조금|간장:10어른수저|요리당:2어른수저|깨:2~3어른수저|소금:1꼬집|참기름:2어른수저|식용유:2어른수저,"6인분,이상",90분 이내,아무나,https://www.10000recipe.com/recipe/6953559
29,"명절 음식 삼색나물, 나물 반찬 맛있게 만들기","조회수 1,668",물기를:꽉:짠:시금치:260g|국간장:1/3어른수저|들기름이나:참기름:1어른수저|소금:2꼬집|다진마늘|다진파|삶은:고사리:300g|멸치:해물:육수:400ml|국간장:2어른수저|들기름:3어른수저|들깨가루:2어른수저|다진마늘|파|깨소금:1어른수저|무:1개|국간장:1어른수저|멸치:해물:육수:100ml|다진마늘|파:1어른수저|들기름:2어른수저|소금:1/3어른수저|깨소금:1어른수저|들깨가루:2어른수저,"6인분,이상",2시간 이상,아무나,https://www.10000recipe.com/recipe/6953558
30,무생채 만들기,"조회수 1,276",무:1개|쪽파:3뿌리|굵은소금:11/2tbsp|설탕:2tbsp|깨:1tbsp|다진마늘:2tsp|다진생강:1/2tsp,3인분,10분 이내,초급,https://www.10000recipe.com/recipe/6953557
31,밥솥 1인분 고추장찌개 ,조회수 622,돼지고기:100g|감자:1개|양파:1/2개|애호박:1줌|다진:파:1줌|물:250ml|표고버섯:2개|고추장:2T|식용유:1T|참기름:1T|국간장:1T|액젓:0.5T|마늘가루:1t|멸치가루:1T|고춧가루:0.5t,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6953556
32,문어 요리 / 문어 간장 무침,"조회수 1,438",문어:100g|양파:1/4개|청양고추:1개|홍고추:1개|부추:50g|간장:3Ts|소금:1ts|설탕:1Ts|다진마늘:1/2Ts|고춧가루:1/2Ts|참기름:2Ts,1인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6953555
33,식감좋고 맛있게 브로콜리데치는법(세척법),"조회수 1,286",브로콜리:1통|식초|소금:1큰술,4인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6953554
34,맛동산 돈가스(?),조회수 554,식용유:넉넉히|빵가루:넉넉히|돈가스:소스:넉넉히|깨소금:조금|탕수육거리:돼지고기:1근|허브솔트:조금|다진마늘:1큰술|맛술:1큰술|튀김가루:1+1/2컵|달걀:1개,4인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6953553
35,"간편하게 만들어서 밥 한그릇 뚝딱, 우리집 밥도둑 김무침 만들기!","조회수 2,230",파래김:40장|쪽파:50g|청양고추:2개|다진마늘:1/2큰술|고춧가루:1큰술|양조간장:2큰술|매실액:2큰술|깨소금:3큰술|참기름:1큰술,"6인분,이상",30분 이내,아무나,https://www.10000recipe.com/recipe/6953552
