,title,views,ingredients,peoples,times,levels,url
0,김마끼 만들기,조회수 5.8만,김|초밥|날치알|단무지|무순|와사비,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/4492652
1,묵은지 된장찌개,조회수 2.1만,묵은지:1포기|멸치육수:5컵|고춧가루:1큰술|대파:1/2개|된장:2큰술|들기름:1큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/4492636
2,단호박그라탕 만드는법,조회수 3만,단호박:3조각|단호박&옥수수:수프:1봉지|물:2컵|양파|빨강파프리카|빵가루|고다치즈|모짜렐라치즈,@,@,중급,https://www.10000recipe.com/recipe/4492549
3,토마토 소스 오믈렛,조회수 3.1만,@,@,@,@,https://www.10000recipe.com/recipe/4491465
4,양치기파이 만드는법,조회수 1.6만,@,@,@,초급,https://www.10000recipe.com/recipe/4491174
5,전복장조림,조회수 9만,꼬마전복:30개|건슬라이스표고버섯:15g|통마늘:7개|무다시마육수:1+1/2컵|생강술:1/2컵|간장:1/3컵|매실액:4숟갈|설탕:2숟갈|통후추:1/2숟갈|월계수잎:3장,@,60분 이내,중급,https://www.10000recipe.com/recipe/4490134
6,얼큰한 꽃게 어묵탕,조회수 1.7만,어묵:400g|꽃게:1마리|새우:4마리|대파:1대|청홍고추:1개씩|고춧가루:1큰술|고추장:1/2큰술|소금:약간|후춧가루:적당량|육수(멸치·다시마·무:육수):6컵,4인분,30분 이내,중급,https://www.10000recipe.com/recipe/4489753
7,"구겔호프, 미니 구겔호프 만들기",조회수 1.6만,@,@,@,초급,https://www.10000recipe.com/recipe/4489730
8,게살들깨탕,"조회수 7,374",게껍질:적당량|표고버섯:1개|물:3컵|달걀:1개|게살(선택):약간|대파:1대|들깨가루:1큰술|소금:약간|다진마늘:1작은술,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/4489578
9,닭가슴살 깐풍기 만들기,조회수 4.8만,닭가슴살볼:1팩|양송이버섯:2개|양파:1/2개|파프리카:적당량|청양고추:1개|건고추:약간|간장:3TS|올리고당:3TS|굴소스:1TS|설탕:1TS|식초:1TS|미림:1TS|참기름:1TS,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/4489491
10,냉라면 샐러드 만들기,조회수 3.5만,슬라이스햄|크래미맛살|오징어|치커리|파프리카|청양고추|당근|라면|청겨자|적겨자|폰즈소스,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/4489478
11,♪헤이즐넛이 콕 ~콕 초코쿠키♪,조회수 1만,@,@,@,@,https://www.10000recipe.com/recipe/4489373
12,요거트 과일 샐러드,조회수 5만,단감:1개|귤:1개|골드키위:2개|석류:1/4개|곶감:2개|호두:약간|아몬드:약간|잣:약간|요거트:1개|크림치즈:1큰술,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/4489349
13,초코아몬드 파운드,조회수 1.1만,버터:155g|슈거파우더ⓐ:80g|달걀:250g|아몬드파우더:80g|슈거파우더ⓑ:80g|우리밀:중력분:65g|베이킹파우더:3g|코코아파우더:35g|슬라이스아몬드:15g|피칸:15g|동물성:생크림:30g|다크초콜릿:30g,2인분,120분 이내,고급,https://www.10000recipe.com/recipe/4488397
14,♪고소함에 파묻히다~피넛버터 파운드 케이크♪,조회수 1만,@,@,@,@,https://www.10000recipe.com/recipe/4487810
15,메쉬드포테이토 만드는법,조회수 10만,@,@,@,초급,https://www.10000recipe.com/recipe/4487728
16,인도식 튀김만두 사모사,조회수 2.1만,양파|파프리카|미나리|만두피|벨큐브치즈|미트&바실리코소스|버터,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/4487618
