,title,views,ingredients,peoples,times,levels,url
0,칠리 연어 토스트,"조회수 5,130",식빵:2장|연어칠리:1캔|달걀:2개|베이컨:3장|블루베리잼:약간|데친브로콜리:약간,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6133124
1,여름 디저트 체리요거트젤리,"조회수 8,298",체리:10개|플레인:요구르트:200ml|판젤라틴:2장|꿀:1/2큰술,1인분,2시간 이상,중급,https://www.10000recipe.com/recipe/6133122
2,훈제닭가슴살 파인 샐러드,"조회수 9,673",적배추:1/4포기|훈제순닭가슴살:1캔|파인애플:1/2캔|요플레:100g|새싹:약간,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6133118
3,더울땐 시원하게~ 미역냉국 - 딸에게# / 미역냉국만드는법,조회수 2만,@,@,@,아무나,https://www.10000recipe.com/recipe/6132701
4,옥수수 빠스 만들기,조회수 2.2만,옥수수:250g|맛살:2개|땅콩분태:약간|크랜베리:약간(생략가능)|튀김가루:5큰술|계란:1개|생수:2큰술|식용유:적당량|소금:약간|물:2큰술|물엿:2큰술|설탕:1큰술,@,30분 이내,중급,https://www.10000recipe.com/recipe/6132577
5,장아찌무침~~아삭한 멜론장아찌와 쫀득한 마늘종무침 ,조회수 1.1만,@,@,@,@,https://www.10000recipe.com/recipe/6132454
6,시판 냉면 집에서 맛있게 즐기기,조회수 1.5만,냉면:2인분|육수:1개|열무:물김치:약간,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6132343
7,특별한 여름 캠핑을 위한 노르웨이 연어 꼬치구이~♥,"조회수 6,918",@,@,@,@,https://www.10000recipe.com/recipe/6131852
8,우유 팥빙수 만들기,조회수 3만,우유얼은것:1팩|빙수팥|젤리|빙수떡|연유|콩가루,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6130774
9,캠핑가서 먹는 생선라면,조회수 1만,생선(전갱이)|라면:사리:1개|콩나물:1줌|풋고추:2개|고추장:1큰술|고춧가루:1찻술,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6130771
10,길거리토스트 만드는 법,조회수 6.4만,달걀:2개|햄:조금|양파:1/3개|양배추|식빵|소금:약간|케찹,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6130405
11,콩나물무침 ~아삭하고 고소한 콩나물무침~~~,조회수 3.3만,@,@,@,@,https://www.10000recipe.com/recipe/6130325
12,"골라 먹는 재미, 어떤 감자전 먹을까?",조회수 1.1만,@,@,@,아무나,https://www.10000recipe.com/recipe/6130164
13,감자는 어떻게 부쳐도 맛나다 - 감자팬케이크,조회수 3.9만,@,@,@,@,https://www.10000recipe.com/recipe/6129559
14,치즈 계란말이 :: 반찬이 없을때 만만한 반찬. 치즈계란말이 만들기,조회수 2.2만,@,@,@,@,https://www.10000recipe.com/recipe/6128968
15,"푹푹찌는 무더위,,, 불없이 브런치 즐기기 - 연어야채 오픈샌드위치","조회수 4,941",@,@,@,@,https://www.10000recipe.com/recipe/6128866
16,"여름반찬종류 총출동(밑반찬요리, 여름저녁반찬)",조회수 18.9만,@,@,@,중급,https://www.10000recipe.com/recipe/6128767
