,title,views,ingredients,peoples,times,levels,url
0,포고버섯볶음만들기~쉽고 간단한 표고버섯볶음,조회수 1.3만,표고버섯:6개|양파:1/2개|아보카도오일:2T|소금:1t|후추:0.5t|통깨:1t,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6921003
1,압력솥으로 콩나물밥 만들기 - 딸에게#,"조회수 7,244",콩나물:300g|쌀:2컵|소고기(불고기):70g|간장:1/5T|집간장:1t|물:1T|다진파:2T|다진마늘:1T|통깨:1t|참기름:1/2T|홍고추:조금|청고추:1/2개,@,@,@,https://www.10000recipe.com/recipe/6865975
2,간단하지만 맛있는 볶음국수,"조회수 8,114",스파게티면:4인분|양파:1개|피망(빨.파.노):1개씩|양배추:조금|모듬해산물:원하는만큼|다진마늘:1T|굴소스:6T|우스타드:2T|간장:2T|올리고당(물엿):2T|참기름:1T|후추:약간|소금:약간,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6833113
3,오이 부추 무침 물 덜 생기는 황금 레시피,"조회수 8,022",오이:1개|부추:100g|양파:1/2개|천일염:1T|물엿:2T|고추장:1T|고춧가루:1T|식초:1T|설탕:1/2T|매실청:1T|깨소금:1T|참기름:1T,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/6886449
4,간재미조림 이렇게 해 먹어요. 짭조름하고 매콤하게~,조회수 1.2만,간재미|무:1/2개|감자:3개|양파:1개|다진마늘|대파|진간장:3스푼|청주:2스푼|고줏가루:2스푼|설탕:2스푼,3인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6846508
5,*부추무침 수육*,"조회수 3,673",양지머리|부추|방울토마토|간장|깨소금|참기름|양파|파|마늘,4인분,90분 이내,초급,https://www.10000recipe.com/recipe/6856467
6,백종원 갈비찜 황금레시피,조회수 9.5만,소갈비:3~4인분|무:적당히|당근:1/2개|새송이버섯:1/2봉지|양파:1/2개|청양고추:1개|간장:2컵|맛술:1컵|물:2컵|다진마늘:3큰술|다진생강:1큰술|설탕:3큰술|갈은사과:1개|다진파:2줌|참기름:조금,3인분,90분 이내,초급,https://www.10000recipe.com/recipe/6855343
7,"구수하니 맛있는 청국장찌개, 겨울에 먹으면 더 맛나지~",조회수 1.5만,신김치:2~3잎|청국장:100g|된장:1T|두부:1/2모|애느타리버섯:1줌|양파:1/2개|대파:1/2개|청양고추:1개|다진마늘:1/2T,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6842003
8,황태포 무침,조회수 2.2만,황태포:1마리|양파(간것):2/3개|배(간것):2/3개|물:100ml|고추장:1큰술반|황설탕:1큰술|간장:2작은술|다진:마늘:1작은술|참기름:1작은술|통깨:1작은술|다진파:1큰술:등,@,@,초급,https://www.10000recipe.com/recipe/6725291
9,명절에 남은잡채로 느끼하지 않는 매운잡채밥,"조회수 6,864",잡채:1인분|밥:1인분|계란:1개|전분물(전분3t:물2T):2T|고추기름:1T|물:1/2컵|절임고추간장(간장):1T|절임고추(청양고추):1t|설탕(기호에:맞게:가감):1t|통깨:약간|참기름:약간,1인분,10분 이내,초급,https://www.10000recipe.com/recipe/6906052
10,감자 수제비 만들기 황금레시피,"조회수 6,574",감자:1개|소금:1t|느타리버섯:1움큼|밀가루:200g|부추:1움큼|계란:1개|양파:1/4개|간마늘:1t|당근:1움큼,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6905838
11,따뜻한 겨울을 위해서는 국물소환!! 초간단 국물요리 베스트5,조회수 13.5만,@,@,@,@,https://www.10000recipe.com/recipe/6864150
12,"하얀 순두부찌개, 백순두찌개 끓였습니다. ","조회수 5,898",식용유:1/2큰술|다진마늘:1큰술|대파:1대|양파:1/4개|목살:200g|후추:1/2작은술|씻어:채썬:김치:1줌|순두부:350g:한봉지|다시마:멸치육수:3컵|새우젓:1큰술|청양고추:2개|참기름:1큰술,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6947672
13,꽁치고추장찌개:: 꽁치통조림 요리 간단 고추장 찌개 레시피,조회수 2.1만,꽁치캔:1개(300g)|감자:중간:사이즈:2개|애호박:1/3개|양파:1/2개|청양고추:2개|대파:40g|두부:1/2모(100g)|물:6컵|고추장:2큰술|고춧가루:1큰술|식용유:1큰술|국간장:1큰술|다진마늘:1/2큰술|소금:약간,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/6862177
14,백종원의 소불고기 ,조회수 6.8만,소고기:300-500g|양파|파프리카|버섯|대파|설탕:1T|물엿:1T|양파:간:것:1T|마늘:1T|간장:4T|후추:조금|참기름:1T|참깨,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/6837633
