,title,views,ingredients,peoples,times,levels,url
0,오이미역냉국 만들기,조회수 1.5만,오이:1개|불린:미역:1공기|청양고추:2개|홍고추:1개|굵은소금(미역:데침용):1작은술|다진마늘:1작은술|국간장:1/2큰술|참기름:1/2큰술|깨:1/2큰술|물:2큰술|국간장:2큰술|식초:2큰술|설탕:1큰술|매실진액:2큰술|소금:1/2큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6828804
1, 오이지 간단하게 만들기,조회수 1.2만,오이:100개|물:15L|소금:1.5kg,"6인분,이상",2시간 이상,중급,https://www.10000recipe.com/recipe/6828790
2,입안이 개운해지는 마늘소스 오이냉채,조회수 1.2만,오이:1개|양파:1/4개|크래미:小:4개|사과식초:2T|레몬즙:1T|설탕:2T|소금:1t|마늘(다진:것):3~4쪽|참기름:약간,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6828721
3,땡초김밥,조회수 1.4만,김밥김|크래미|단무지|우엉|시금치:무침|당근|어묵|달걀|깻잎|돼지고기:약고추장,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6828718
4,시원한 묵국수 만들기,"조회수 4,839",묵:1모|양파|오이|당근|쪽파|묵채육수|방울토마토|새싹야채|통깨,@,@,아무나,https://www.10000recipe.com/recipe/6828713
5,매콤한 콩나물등뼈찜,조회수 1.5만,뼈다귀:1kg|콩나물|당근|대파|양파|청량고추:4개|전분가루|물|깨|고춧가루:4큰술|매실액:2큰술|올리고당:1큰술|다진마늘|후춧가루:약간|청주:1큰술,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/6828709
6,들깨 미역국 끓이기,"조회수 5,606",미역:4인분|들깨가루:3숟가락|간장:2숟가락|들기름:약간,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6828637
7,누릉지 베이컨 피자,"조회수 4,127",찬:밥:1그릇|베이컨|양파|옥수수콘|새우|모짜렐라:치즈|토마토:스파케티:소스,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6828572
8,오븐없이 산딸기 허니브래드 ,"조회수 3,480",식빵|버터:2ts|꿀:1스푼(숟가락)|휘핑크림|계피가루:약간,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6828556
9,마늘쫑 감자볶음,"조회수 4,161",감자(소):4개|마늘쫑:4줄|구운소금|맛술:1큰술|오일|백후추,4인분,15분 이내,초급,https://www.10000recipe.com/recipe/6828343
10,간장오이지무침,"조회수 6,919",간장오이지:3개|청양고추:3개|고춧가루:1스푼|올리고당:1스푼|통깨:약간|참치액:1/2술,3인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6828248
11,오이미역 냉국,조회수 1.3만,미역:1줌|오이:1/2개|양파:1/2개|청양고추|얼음|설탕|국간장|식초|깨소금,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6828211
12,여름철 저장음식 오이지,조회수 1.2만,오이:35개|물|천일염,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/6828166
13,시금치 바지락 된장국,"조회수 4,529",시금치|바지락|양파|고추|된장,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6828152
14,고구마빵 (노오븐 베이킹),"조회수 7,484",고구마:4개|계란흰자:2개,2인분,10분 이내,초급,https://www.10000recipe.com/recipe/6827924
15,마늘쫑 소고기 볶음,"조회수 7,410",마늘쫑:300g|소고기:200g|불고기:양념:4T|굴소스:1T|참기름:0.5T|통깨:조금,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6827893
16,베트남 커피 /핀phin커피 : 베트남커피드리퍼를 이용한 홈메이드 베트남 연유 커피 만들기,조회수 1.1만,베트남커피원두|연유|얼음|우유|카페핀,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6827820
17,채소육수 떡볶이,"조회수 4,987",양파:1/2개|당근:1/2개|포도씨유:1큰술|떡:500g|어묵:3장|대파:1/2대|고추장:10큰술|고추가루:20큰술|올리고당:5큰술|매실청:5큰술|설탕:5큰술|간장:6큰술|굴소스:2큰술|청주:6큰술|춘장:1큰술|다진마늘:3큰술,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6827813
18,소보로빵,"조회수 7,289",강력분:1100g|물:517g|생이스트:44g|제빵개량제:11g|소금:22g|마가린:198g|분유:22g|계란:165g|설탕:176g|중력분:500g|설탕:300g|마가린:250g|땅콩버터:75g|계란:50g|물엿:50g|분유:15g|베이킹파우더:10g|소금:5g,"6인분,이상",2시간 이상,고급,https://www.10000recipe.com/recipe/6827742
19,오이소박이와 오이지,"조회수 5,498",오이|고추가루:약:2컵|굵은소금:1컵|멸치액젓:1컵|물엿:1/2컵|매실액:1/2컵|다진마늘|다진생강,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/6827735
20,황태미역국 끓이기,"조회수 6,100",미역|황태채|들기름|들깨가루,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6827731
21,만능간장 ,조회수 2만,간:돼지고기:3컵|간장:6컵|설탕:1컵,"6인분,이상",30분 이내,아무나,https://www.10000recipe.com/recipe/6827723
22,백종원 만능간장,조회수 6.7만,돼지고기:간:것:600g|다진:마늘:3큰술|진간장:6컵|설탕:1컵,"6인분,이상",30분 이내,아무나,https://www.10000recipe.com/recipe/6827620
23,비빔국수 만드는 법,"조회수 4,624",소면:2인분|상추:1줌|당근:1/3개|오이:1/2개|삶은:계란:1개|고추장:2큰술|다진마늘:1작은술|설탕:1큰술|매실청:1큰술|식초:1.5큰술|참기름:1큰술|깨소금:약간|통깨:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6827576
24,열무김치 맛있게 담그기,조회수 2.1만,열무|고추가루:다데기:남은것:4TS|홍고추갈아서채망에걸러준뒤종지에담아둔남은찌꺼기|멸치액젓:1TS|설탕:1TS|매실액:2TS,"6인분,이상",30분 이내,중급,https://www.10000recipe.com/recipe/6827574
25,엄마표 깻잎 롤 돈까스,"조회수 2,267",돼지고기등심(돈까스용)|밀가루|계란|빵가루|소금|후추|오일,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/6827530
26,콩나물불고기 만들기,"조회수 6,827",돼지고기:불고기감:1근|깻잎:10-15장|대파:1대|고추:2개|콩나물:적당량|고추장:3숟갈|고춧가루:2숟갈|간장:2숟갈|참기름:약간|올리고당:1숟갈|다진마늘:1큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6827514
27,오이 피클 샌드위치,"조회수 5,768",오이피클|햄(or갈은소고기or캔참치)|양파|식빵|마요네즈|홈메이드|요거트|설탕,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6827467
28,[과일깍기]참외깍기 - 딸에게# ,"조회수 6,374",참외,@,@,@,https://www.10000recipe.com/recipe/6827425
29,아기를 위한 대구크림소스그라탕,"조회수 3,083",대구살|육수|당근|양파|브로콜리|파프리카|아기치즈|우유,1인분,30분 이내,중급,https://www.10000recipe.com/recipe/6827423
30,미역 오이냉국,조회수 1.4만,청오이:1/2개|마른:미역:20g|물:3컵|소금:1큰술|설탕:4큰술|식초:6큰술|통깨:1큰술,3인분,15분 이내,초급,https://www.10000recipe.com/recipe/6827267
31, 단무지무침,"조회수 6,862",단무지|고춧가루|참기름,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6827244
32,삼계탕,조회수 1.8만,닭|대파|통마늘|황기|월계수잎|찹쌀|밀싹|당근|소금,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/6827202
33,오이지무침 ,조회수 2.4만,오이:50개|물:4700ml|굵은소금:470ml,2인분,2시간 이상,고급,https://www.10000recipe.com/recipe/6827087
34,머핀믹스로 만든 바나나머핀,"조회수 3,113",머핀믹스|계란:2개|우유:80ml|바나나:2개|땅콩분태:기호|견과류:기호|버터:50g,3인분,30분 이내,중급,https://www.10000recipe.com/recipe/6826999
35,애호박 비닐 아주 쉽게 벗기는 요령,"조회수 7,856",애호박,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6826950
36,두부크림 스파게티 만들기,"조회수 5,464",스파게티면|두부|양파|버터(또는오일)|우유|육수(또는물)|방울토마토|햄(또는베이컨)|브로컬리|들깨가루|소금|후추|국간장,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6826939
37,튀긴마늘 또띠아피자,"조회수 3,442",생마늘:15개|새우:10마리|또띠아:8인치:4장|피자치즈|청주|소금|후춧가루|시판:스파게티소스:5큰술|튀김오일:적당량,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6826865
38,간고등어찜 ,"조회수 6,376",간고등어|쌀뜨물|맛술:1T|고춧가루:1/2T|검은깨|파프리카|다진마늘:1/2T|들기름:1.5T|맛술:1T|양파|청양고추|대파|고춧가루:1/2T,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/6826691
39,매실장아찌 ,조회수 3.7만,매실:3kg|소금물|설탕:1.2kg,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/6826589
40,계란후라이,"조회수 8,112",달걀|대파|들기름|통깨|국간장:1/2큰술,1인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6826524
41,♪더블초코쿠키 핸드메이드 도자기 ,"조회수 2,394",@,@,@,@,https://www.10000recipe.com/recipe/6826486
42,콩자반 만들기,"조회수 8,102",서리태:700g|간장:1컵|설탕:2큰술|올리고당:2큰술|참깨:약간,4인분,120분 이내,초급,https://www.10000recipe.com/recipe/6826463
43,기본팥빙수 만들기,"조회수 5,582",통단팥:적당량|후르츠:약간|빙수떡:기호|우유:100ml|연유:1큰술|초코시럽(선택)|생크림:50g|슬라이스아몬드:약간,1인분,10분 이내,초급,https://www.10000recipe.com/recipe/6826435
44,멥쌀미음 만들기,"조회수 3,305",쌀:30g(:일반:숟가락:듬뿍:2번)|물:300ml(:약:1컵반정도:),1인분,15분 이내,초급,https://www.10000recipe.com/recipe/6826156
45,평범한 샐러드는 가라! 닭가슴살을 넣은 상큼한 흑미샐러드_*,"조회수 4,570",@,@,@,@,https://www.10000recipe.com/recipe/6826131
46,우리집 밑반찬으로 차린 맛있는 식탁,"조회수 8,099",돌나물:100g|초고추장:약간|청양초:기호|묵은지:1/4쪽|닭고기:1/2마리,1인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6826122
47,얼갈이김치 한단 담그기,조회수 1.6만,얼갈이|찹쌀풀|마늘|생강|설탕|멸치액젓|고추가루|실파|통깨,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6826049
48,알감자 버터구이,"조회수 5,777",알감자:15개|삶을:때:-:물:800ml(4컵)|소금:2/3큰술|버터:1큰술|볶을:때:-:버터:2/3큰술|파슬리:가루:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6825603
49,고소한 김치소 부침개,"조회수 9,256",부침가루:3국자|물:300ml|김치소:2국자|계란:1개|오징어:2마리|포도씨유:적당량,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6825579
50,여름철 반찬 노각무침,"조회수 5,824",노각:1/2개|쪽파:조금|절임용:소금:1+1/2큰술|물:2큰술|쪽파:2뿌리|고추장:2큰술|고춧가루:1큰술|다진마늘:1/2큰술|매실액:1큰술|참기름:1/2큰술|통깨:1/2큰술,4인분,15분 이내,초급,https://www.10000recipe.com/recipe/6825576
51,오븐으로 누룽지 만들기,조회수 1.1만,밥:2공기,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6825568
52,애호박 부침개 만드는 법,"조회수 6,506",애호박:1개|양파:1개|밀가루|튀김가루:조금|물|소금,4인분,15분 이내,초급,https://www.10000recipe.com/recipe/6825469
53,설빙 딸기 빙수 따라잡기,"조회수 5,320",@,@,@,@,https://www.10000recipe.com/recipe/6825290
54,오징어탕수 레시피,"조회수 5,345",재오징어|밀가루|튀김가루|당근|양파|오이|파프리카|전분가루|간장|케챱|매실청|식초|설탕,3인분,30분 이내,중급,https://www.10000recipe.com/recipe/6825274
55,5분 토스트 레시피 따라하기 ,"조회수 6,901",식빵|당근|계란|양배추|양파|치즈|슬라이스햄|양파|마요네즈|설탕,2인분,10분 이내,초급,https://www.10000recipe.com/recipe/6825257
56,아이들을 위한 소시지마늘볶음밥,"조회수 9,970",비엔나소시지:12개|마늘:4톨|양파:1/2개|마늘종:1대|기름:1큰술|밥:1+1/2공기|굴소스:1큰술|소금:약간|후추:약간,2인분,10분 이내,초급,https://www.10000recipe.com/recipe/6825168
57,단백질의 흡수율을 높여주는 '두릅 오징어순대',"조회수 5,723",오징어|두릅|양파|당근|부추|두부|달걀|찹쌀밥,@,@,@,https://www.10000recipe.com/recipe/6825106
58,아삭한 콩나물불고기,"조회수 5,277",콩나물:2/3팩|돼지고기(불고기용):600g|양파:1개|깻잎:10장|팽이버섯|대파|홍고추:1개|청고추:1개|고추기름:식용유만큼|식용유:고추기름만큼|고추장:6T|고춧가루:2T|설탕:2T|간장:2T|청주:2T|굴소스:1T|매실액:2T|다진마늘:1T|후추:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6825027
59,모카빵 참치 샌드위치 만들기,"조회수 2,192",모카빵|슬라이스햄|슬라이스치즈|양상추|참치캔:1개|양파:1/2개|파프리카:1/2개|옥수수콘:3T|마요네즈:3T|설탕:1T|레몬즙:2T|소금:약간|후추:약간,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6824986
60,오늘뭐먹지 계란범벅 만들기,조회수 1.1만,팽이버섯:2/3개|계란:4개|소세지|햄:적당량|청양고추:2개|오이:1/3개|케찹,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/6824752
61,우유빙수 만들기,"조회수 4,221",우유|팥|블루베리|레인보우스프링클|연유,1인분,120분 이내,초급,https://www.10000recipe.com/recipe/6824696
62,불고기전골 만드는 법,조회수 1.6만,불고기용소고기|새송이버섯|대파|당면|배추|표고버섯|다시마|양파|간장:8큰술|설탕:4큰술|다진:마늘:1큰술|맛술:3큰술|후추:약간|참기름:약간,3인분,30분 이내,초급,https://www.10000recipe.com/recipe/6824689
63,소고기안심 리조또,"조회수 4,979",파프리카|당근|양파|소고기안심|오일|우유:200ml|밥:1주걱|치즈:1장|다진마늘,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/6824551
64,집에서 매실청 만들기,조회수 1만,매실(굵은것)|설탕,"6인분,이상",2시간 이상,아무나,https://www.10000recipe.com/recipe/6824488
65,총각김치 꼬마김밥,"조회수 9,579",총각김치|스팸|김밥용김|밥|참기름|소금|통깨|마요네즈,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6824456
66,오징어 참나물전,"조회수 2,736",새우|오징어|표고버섯|양파|대파|쌀밀가루|참나물|소금,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6824429
67,달달한 가지무침,"조회수 9,352",가지:1개|고춧가루:1/2큰술|조선간장:1큰술|개소금:1/2큰술|참기름:1/2큰술|다진마늘:1/2큰술,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6824427
68,맛있는 반찬 감자양념구이,"조회수 5,806",감자:2개|다진마늘:1/2큰술|다진파:약간|간장:2큰술|올리고당:1큰술|고춧가루:1큰술,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6824420
69,"만만한 볶음밥, 감자볶음밥","조회수 6,408",새우:5마리|양파|고추|당근|슬라이스마늘|감자|밥|계란|식용유|소금:약간|후추:약간,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6824373
70,간단한 치즈 식빵말이 ,"조회수 9,215",식빵:2장|딸기쨈:1/2스푼|치즈:1장,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6824210
71,뚝배기 파스타,"조회수 5,512",파스타면:100g|시판파스타소스:1컵|모짜렐라치즈:70g|데친브로콜리:1/4개|양파:1/2개|다진마늘:1/2큰술|올리브유:2큰술|치즈가루:약간|바질잎:약간|소금:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6824077
72,열무비빔국수 ,"조회수 8,069",열무김치|쌈채소:약간|계란|소면|통깨:1큰술|고추장:4큰술|고추가루:1큰술|매실청:5큰술|설탕:2큰술|다진마늘:1큰술,4인분,15분 이내,초급,https://www.10000recipe.com/recipe/6823992
73,옥수수식빵,"조회수 4,034",강력쌀가루:180g|옥수수가루:70g|인스턴드라이스트:7g|소금:5g|설탕:35g|버터:30g|물:200g,2인분,120분 이내,중급,https://www.10000recipe.com/recipe/6823989
74,먹물치아바타 샌드위치,"조회수 4,291",먹물치아바타빵:2개|슬라이스햄|치즈|토마토|피클|양상추|마요네즈|머스터드소스,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/6823977
75,고소한 누룽지 만들기,"조회수 4,252",찬밥|물|식용유,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/6823929
76,콩나물 고등어찜,"조회수 5,420",고등어:1마리|콩나물:1봉|부추(또는:미나리):1줌|양파小:1개|감자小:2개(또는:무)|대파|홍고추|전분|다시마|청주|고춧가루:3~4|양조간장:2|국간장:1/2|매실청:1|청주:2||다진마늘|생강청|후추:약간|생강,1인분,60분 이내,중급,https://www.10000recipe.com/recipe/6823920
77,보양식 장어탕 끓이기,조회수 5.3만,장어:200g|육수:1L|부추:120g|애호박:1/3개|배추:120g|무:100g|깻잎:50g|청양고추:1개|된장:1+1/2T|고춧가루:1T|다진마늘:1t|다시다:1t,2인분,90분 이내,중급,https://www.10000recipe.com/recipe/6823897
78,불맛 제육볶음 만들기,조회수 1.2만,돼지앞다리살(전지):600g|양배추:기호|양파:기호|대파:기호|간장:1T|맛술:1T|후추:1꼬집|간마늘:1/2T|일반고춧가루:2T|청양고춧가루:2T|간장:4T|올리고당:3T|맛술(소주도가능):1T|후추:1꼬집|간마늘:1/2T|간양파:3T|설탕:3T,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6823746
79,달달한 배추찜 만들기,"조회수 7,228",배추:1/2통|파프리카:약간|청양고추:약간|대파:약간|진간장:4T|식초:1컵|물:2/3컵|굴소스:2T|다진마늘:1T|고추기름:4T,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6823593
80,표고버섯 부추전 만들기,"조회수 6,334",표고버섯:10개|부추:1/2단|당근:1/2개|달걀:2개|부침가루:3컵|튀김가루:3컵|소주|물,@,@,아무나,https://www.10000recipe.com/recipe/6823563
81,감자 비엔나소세지 버터구이 ,조회수 1.4만,감자:4개|비엔나소세지:100g|파슬리가루:약간|소금:약간|버터:적당량,2인분,30분 이내,중급,https://www.10000recipe.com/recipe/6823451
82,비름나물 무침,"조회수 2,815",비름나물:1단|볶은고추장|참기름|깨,4인분,10분 이내,초급,https://www.10000recipe.com/recipe/6823323
83,오징어콩나물국,"조회수 9,339",콩나물|오징어|고춧가루|마늘|새우젓|파|양파,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/6823310
84,백종원 볶음라면,조회수 1.3만,라면:1봉지|대파:1개|식용유:2큰술,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6823298
85,달큰하고 고소한 시금치전 ,"조회수 9,465",시금치|양파|밀가루|소금,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6823285
86,애호박전과 감자전 만드는 법,"조회수 7,814",애호박:1/2개|감자:1개|밀가루:조금|식용유|간장|매실액|깨:약간,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6823135
