,title,views,ingredients,peoples,times,levels,url
0,돌돌말아 한입에 쏘옥! 소고기 깻잎말이,"조회수 1,945",소고기:부채살:70g|맛살:1줄|깻잎:15장|실파:3뿌리|우엉:30g|간장:1큰술|설탕:1큰술|물엿:1큰술|소금:약간|후추:약간|식초:1작은술|참기름:1큰술,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/6901811
1,홈파티에서 쏙쏙 빼먹는 재미 ! 끼워먹는 샌드위치,"조회수 5,633",달걀:2개|토마토:1/2개|양상추:2잎|베이컨:2줄|식빵:3개|머스타드:2큰술|마요네즈:1큰술|버터:약간|설탕:1큰술|레몬즙:약간|소금:약간|후추:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6901809
2,시금치무침 만드는법! 가볍게 들들 무쳐내니 밥반찬으로 좋네요.,"조회수 4,787",시금치:400g|데침:소금:1큰술|무침:소금:1작은술|마늘:1작은술|대파:20g|참기름:2큰술|깨소금:1큰술,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6901808
3,[홈파티] 매콤 쭈꾸미덮밥 ,조회수 906,쭈꾸미:1kg|양파:1개|당근:1/3개|고구마:1개|밀가루:1/2컵|고추장:1T|고운:고춧가루:2T|고춧가루:1/2T|다진마늘:1T|생강즙:1/3T|매실액:1T|간장:1T,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6901804
4,별미밥 곤드레나물비빔밥,"조회수 1,905",쌀:4인분|건:곤드레:70g|국간장:1T|들기름:1/2T|달걀:4개,4인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6901803
5,TV요리) 회과육 현지에서 먹힐까? 우리집에도 먹혔다! ,"조회수 8,702",통삼겹살:400g|양배추:3장|브로콜리:1/2개|표고버섯:4개|홍피망:1/2개|청피망:1/2개|굵게:다진:대파:1/2대|다진마늘:3숟가락|다진생강:1숟가락|고추기름:3숟가락|베트남고추:10개|간장:2숟가락|굴소스:1숟가락|설탕:1숟가락|춘장:1숟가락|맛술:2숟가락|후추:약간,4인분,60분 이내,초급,https://www.10000recipe.com/recipe/6901801
6,감자탕이 보글보글 끓으면 내마음도 따끈따끈,조회수 1.5만,돼지등뼈:1kg|시래기:400g|삶은:감자:3개|대파:1대|청양고추:1개|홍고추:1개|깻잎:10장|통후추:1숟가락|소주:1/2종이컵|생강:약간|고춧가루:5숟가락|된장:3숟가락|국간장:3숟가락|다진마늘:2숟가락|들깨가루:3숟가락,4인분,90분 이내,중급,https://www.10000recipe.com/recipe/6901800
7,"쇠고기,새우,표고 삼색밀전병","조회수 2,690",쇠고기:살코기:채썬:것:150그람|자숙:새우:10마리|건표고:불린것:5~6개|부추:5cm길로:썬것:50그람|살짝:데친:부추(묶음띠로사용):9줄기|참기름:1큰술|소금:2꼬집.|설탕:1/2큰술|간장:2작은술|소금:1/3작은술|갠:겨자:3큰술|설탕:1작은술|식초:1작은술|간장:2큰술|물:2큰술,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/6901799
8,우리집 닭곰탕입니다.,"조회수 1,679",닭:1마리(1kg)|대파:2대|수삼:1뿌리|마늘:15톨|물:12컵|소금:1/4큰술|후추:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6901795
9,감자치즈볼 만들기 감자치즈고로케 바삭하게 만들었어요 :),"조회수 3,545",감자:만들고싶은양만큼|당근:1/2개|애호박:1/2개|소금:약간|마요네즈:2숟갈|후추:약간|모짜렐라:치즈:적당량|카놀라유:적당량|밀가루:적당량|달걀:3개|튀김가루:적당량,4인분,60분 이내,초급,https://www.10000recipe.com/recipe/6901793
10,아프니 엄마가 해주시던 맛이 생각나 만든 묵은지지짐,"조회수 1,991",묵은지:1포기|다시멸치:1컵|물:1대접|멸치다시다:취향껏|고추가루:2T,3인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6901791
11,어묵맛살볶음~~아주 쉬우면서도 간단하고 늘 언제나 사랑받는 메뉴 바로 어묵볶음....,"조회수 7,186",사각어묵:3장|홍피망:1/6개|쪽파:2대|게맛살:3줄|간장:2.5큰술|올리고당:1큰술|맛술:1큰술|설탕:1큰숳|굴소스:0.5큰술|검은깨:0.5큰술|참기름:1큰술|통후추:가루:약간,4인분,10분 이내,초급,https://www.10000recipe.com/recipe/6901790
12,#홈파티요리 #목살스테이크만들기 #버섯그린빈스볶음가니쉬 #과일샐러드까지 곁들이면 훌륭한 홈파티메인메뉴,"조회수 4,401",목살:300g|레드와인:2컵|월계수잎:3장|통후추:1작은술|팔각:5개|허브가루:1작은술|로즈마리:2조각|발사믹글레이즈:1큰술|양송이버섯:4개|그린빈스:1컵|양파:1/2개|소금:1꼬집|후추:1꼬집|허브:가루:1작은술|올리브오일:2큰술|트러플:오일:1작은술|샐러드용채소:2컵|참나물:1컵|황금:귤:1개|파인애플:1/4조각|소금:1꼬집|후추:1꼬집|올리브오일:3큰술|다진마늘:1작은술|발사믹글레이즈:1큰술|맛간장:1큰술|꿀:1큰술|레몬즙:1큰술,4인분,60분 이내,초급,https://www.10000recipe.com/recipe/6901789
13,제육볶음~~고추장돼지불고기/돼지불고기....,조회수 3.8만,돼지고기:앞다리살:500g|양파:1/2개|고구마:소:1개|다진대파:1큰술|청고추:1/2개|홍고추:1/2개|설탕:0.5큰술|다진마늘:0.5큰술|청주:1큰술|맛술:0.5큰술|후추:약간|고추가루:2큰술|마늘:1큰술|간장:1큰술|맛간장:1큰술|청주:1큰술|맛술:1큰술|고추장:수북히:1큰술|참기름:1큰술|올리고당:2큰술,4인분,15분 이내,초급,https://www.10000recipe.com/recipe/6901788
14,짜장밥~짜장 만드는법,"조회수 1,912",돼지고기:앞다리살:500g|양파:2개|양배추:200g|파|마늘|호박:1/3개|감자:1개|볶은춘장:5T|설탕:1t|간장:1T,@,@,@,https://www.10000recipe.com/recipe/6901787
15,잡채만들기 너무쉬워요!,"조회수 2,262",당면:150g(네모당면3블록)|돼지고기:잡채용:400g|양파:2개|당근:2개|느타리버섯:1팩|시금치:1단|간장:15t|국간장:5t|소금:1t|후추:5t|올리고당:10t|올리브유:10t|굴소스:5t|다진마늘:10t|들기름:1t,4인분,60분 이내,중급,https://www.10000recipe.com/recipe/6901784
16,밥솥으로 만든 땅콩버터 또는 누텔라 통밀 스콘,"조회수 1,962",통밀가루:2컵(250g)|생크림:1컵(250g)|베이킹:파우더:1큰술|소금:1큰술|설탕:1/3컵(75g)|땅콩버터:혹은:뉴텔라:3큰술,4인분,90분 이내,아무나,https://www.10000recipe.com/recipe/6901783
17,저탄고지 식단 ) 다이어트 메뉴 곤약볼 크림 리조또 만들기,"조회수 5,128",버터|마늘|베이컨|우유|표고버섯|양배추|브로콜리|치즈|곤약볼,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6901781
18,마약계란 레시피 - 저도 한번 만들어 봤습니다.,"조회수 2,227",계란:10개|간장:1컵|물:1컵|설탕:1/2컵|홍고추|청양고추|대파|양파|다진마늘|레몬|통깨,"6인분,이상",15분 이내,초급,https://www.10000recipe.com/recipe/6901780
19,촉촉한 프렌치 토스트 황금레시피,"조회수 3,374",식빵|달걀|우유|소금|설탕,2인분,10분 이내,초급,https://www.10000recipe.com/recipe/6901778
20,돼지고기 풋고추 볶음,"조회수 1,437",다진:돼지고기:250g:(:1+1/4컵)|다진:풋고추:1공기:(20~22개:정도)|식용유:1큰술|들기름:2큰술|깨소금:1큰술|멸치액젓:1큰술|매실청:1큰술|올리고당:1큰술|다진마늘:1작은술|진간장:1큰술|맛술:1큰술|다시마육수:또는:물:3큰술,4인분,15분 이내,초급,https://www.10000recipe.com/recipe/6901772
21,마요네즈 케이크♡커피랑 단짝^^,"조회수 2,208",우리:밀가루:110g|마요네즈:110g|유기농:설탕:110g|냉장:계란:3개,5인분,30분 이내,초급,https://www.10000recipe.com/recipe/6901770
22,꽃 밀푀유 삼겹살 찌개♡ミルフィーユ鍋,조회수 659,삼겹살:400~500g|감자:1개|느타리버섯:1/3펙|알배추:1/2정도|물:적량|다시다:조금,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6901769
23,홈파티에 꼭 필요한 디저트! '쫀득한 홈메이드 브라우니',조회수 776,버터:100g|다크초콜릿:200g|대란:3개|백설탕:100g|흑설탕:70g|물:22g|박력분:150g|코코아파우더:20g|에스프레소:1샷(30ml)|호두:100g,4인분,90분 이내,중급,https://www.10000recipe.com/recipe/6901768
24,이것만큼은 만들어 먹는게 훨씬 맛있는 초간단 '홈메이드 리코타치즈' 홈파티에 굿!,"조회수 2,869",생크림:500ml|우유:1000ml|레몬즙:4큰술|설탕:2큰술|소금:1/2큰술,4인분,60분 이내,중급,https://www.10000recipe.com/recipe/6901767
25,"식탁위의 상큼함, 오이와 함께 맛을 낸 '오이도라지무침'","조회수 1,413",도라지:채:150g|오이:1개|소금:각:1/2작은술|고추장:1/2큰술|고춧가루:1큰술|다진마늘:1작은술|2배:식초:1큰술|매실청:1큰술|설탕:1큰술|맛간장:1/2큰술|깨소금:1작은술,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6901764
26,명란 대왕계란말이 짜지않게 만들어 홈파티~,"조회수 1,864",달걀:2개|명란젓:1/2개,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6901759
27,"무나물 레시피, 소고기를 넣은 밑반찬","조회수 1,982",무:500g|소고기(안심):150g|어슷:썰은:대파(푸른잎):10cm|다진:마늘:1t|소금:1t|참기름:2t|실고추:1g,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6901758
28,언제 먹어도 맛있는 카레라이스~♡♡,"조회수 4,123",카레가루:100g|양파:1/2개|당근:1/3개|단호박:약간|돼지고기(순살):100g|생수:3컵|설탕:약간,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6901756
29,고추장 토마토 육우 갈비찜,"조회수 2,271",육우:갈비살:300g|감자:1/2개|당근:1/2개|양파:1/2개|양송이:3개|통마늘:4톨|사과:1개|토마토:1개|고추장:3Ts|시판:토마토소스:1Ts|케찹:1Ts|다진마늘:1Ts|참기름:1/2Ts|설탕:1Ts|후추:1ts,4인분,60분 이내,중급,https://www.10000recipe.com/recipe/6901755
30,인삼 멸치 볶음,조회수 455,멸치:2컵|인삼(중):1뿌리|마늘:1/2컵|양파:1/5개|대파:1/3대|청양고추:2개|식용유:2큰술|들기름:3큰술|고추장:1큰술|고추가루:1/2큰술|간장:1/2큰술|맛술:2큰술|꿀:1큰술|다진마늘:1큰술|참기름:1큰술,"6인분,이상",10분 이내,초급,https://www.10000recipe.com/recipe/6901753
31,아보카도 손질방법 및 중기이유식 식단,"조회수 2,694",소고기:50g|아보카도:30g|쌀:55g|노른자:20g(2개)|감자:50g|육수(물):350ml씩,3인분,60분 이내,초급,https://www.10000recipe.com/recipe/6901752
32,양파밥 몸에 좋고 맛도 있는 맛보장 레시피,"조회수 3,349",쌀:4인분|양파:2개|당근:1/2개|국간장:2큰술|들기름:1큰술|달걀|버터|간장|참기름,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/6901751
33,육우 양배추 토마토스튜,"조회수 4,113",육우:200g|삶은:양배추:6장|토마토:2개|당근:1/2개|양송이:버섯:3개|감자:1/2개|양파:1/2개|다진마늘:1Ts|다진마늘:1Ts|닭육수(물:사용가능):2cup|토마토:소스(시판용):2Ts|소금:적당량|페퍼론치노(청양고추:사용가능):3개|간장:1Ts|설탕:1/2Ts|다진마늘:1Ts|후추:1ts|참기름:1/2Ts,3인분,60분 이내,초급,https://www.10000recipe.com/recipe/6901750
34,달콤한맛에 흠뻑 빠지는 ~고구마맛탕!,조회수 886,고구마:큰거:2개|통깨:1T|올리고당:3T|가시오가피열매발효액:2T,3인분,30분 이내,초급,https://www.10000recipe.com/recipe/6901749
35,육즙이 살아있는 육우 스테이크 덮밥,"조회수 2,001",육우:스테이크용:300g|양파:1개|쪽파:1개|달걀:노른자:1알|무순:약간|설탕:1스푼|간장:6스푼|맛술:3스푼|소금:약간|후추:약간|올리브유:약간|밥:1공기|마요네즈:6스푼|화이트와인:1스푼|레몬즙:1스푼|설탕:1스푼|플레인요거트:2스푼,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6901748
