,title,views,ingredients,peoples,times,levels,url
0,햄ᆞ크림치즈 카나페~*,"조회수 8,154",아이비크래커:1봉지(7개)|크림치즈:1장|크래미:2개|케챱:조금|햄:조금,1인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6866038
1,초간단 딸기샌드위치 만들기,"조회수 6,633",식빵:2장|딸기:6개|생크림:200ml|설탕:3티스푼,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6866037
2,단호박 새우 커리- 골든커리 색다르게 해먹기,"조회수 2,450",카레:(일본고형카레):1조각|냉동새우(큰:것):5개|양파(작은:것):1/2개|파프리카(색깔별로):1/4개씩|단호박:1/8조각,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6866036
3,양송이버섯 덮밥,"조회수 4,889",양송이버섯:5개|밥:150g|계란:1개|간장:1+1/2숟갈|케찹:1+1/2숟갈|물:2숟갈|올리고당:1숟갈,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6866035
4,시금치 저장방법,"조회수 4,983",시금치:10키로,"6인분,이상",2시간 이상,아무나,https://www.10000recipe.com/recipe/6866033
5,매생이보관법:1년먹을 매생이 저장해놓기~,"조회수 7,757",매생이:1kg,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6866032
6,명란 크림 떡볶이,"조회수 1,469",추억맛:1팩|명란:3스푼|다진마늘:1스푼|생크림:200ml|우유:100ml|후추:약간,2인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6866030
7,불골뱅이비빔면,"조회수 2,995",비빔면:1봉|골뱅이:1캔|만두:4개,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6866023
8,"[또디아요리]간단한 치킨랩 만들기,또띠아롤 트위스터만들기",조회수 1만,닭가슴살(치킨텐더)|양상추|양파|방울토마토|빵가루|밀가루|계란|머스타드|마요네즈|또띠아,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6866017
9,새우떡국에 어묵추가요~ 떡국 끓이기,"조회수 1,912",냉동새우:1줌|모둠어묵|떡국떡:1대접|표고버섯:1개|대파:1대|청홍고추|마늘|간장:1~2큰술|소금|후추|멸치다시육수,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6866016
10,차돌박이 신라면,"조회수 4,406",신라면:1개|차돌박이:60g|대파:15g|물:500g,@,5분 이내,@,https://www.10000recipe.com/recipe/6866013
11,오이 양배추 피클,조회수 1.2만,오이:3:개|양배추:1/4:개|굵은소금:약간|생수:3:컵|소금:1.5:큰술|식초:2:컵|백설탕:1:컵|스위트리알룰로스(분말형):1/2:컵|스위트리알룰로스(액상형):100:g|피클링스파이스:5:큰술|청양고추:1:개,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6866012
12,더덕 양념 구이,"조회수 3,517",더덕:600:g|송송썬쪽파:3:큰술|소금:약간|실고추:약간|통깨:약간|식용유:약간|간장:1:큰술|참기름:1.5:큰술|고추장:3:큰술|고춧가루:1:작은술|스위트리알룰로스(액상형):2:큰술|간장:1:큰술|다진마늘:1/2:큰술|참기름:1/2:큰술,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/6866011
13,딸기잼,"조회수 2,816",딸기:1:㎏|백설탕:200:g|스위트리알룰로스(분말형):200:g|스위트리알룰로스(액상형):200:g|레몬즙:3:큰술|소금:약간,2인분,30분 이내,중급,https://www.10000recipe.com/recipe/6866010
14,냉이샐러드와 코다리강정,"조회수 1,132",냉이:300:g|코다리:2:마리|홍고추:2:개|청양고추:1:개|마른홍고추:1:개|대파(흰부분15cm):1:대|마늘:3:쪽|식용유:2:컵|녹말가루:1/2:컵|소금:약간|후춧가루:약간|올리브유:1:큰술|깨소금:1:큰술|참기름:1:작은술|다진마늘:1:작은술|간장:3:큰술|고추기름:2:큰술|스위트리알룰로스(액상형):3:큰술,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/6866009
15,바나나식초,"조회수 2,629",바나나:750:g|현미식초:750:g|백설탕:100:g|스위트리알룰로스(분말형):100:g|스위트리알룰로스(액상형):50:g,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6866008
16,달래 고추장 제육 불고기,조회수 913,돼지고기(앞다리살불고기감):600:g|달래:200:g|대파:1:대|양파:1/2:개|청양고추:1:개|참기름:1/2:작은술|후춧가루:약간|고추장:3:큰술|고춧가루:1:큰술|간장:1:큰술|다진마늘:1:큰술|스위트리알룰로스(분말형):1:큰술|스위트리알룰로스(액상형):1:큰술|청주:2:큰술,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/6866007
17,냉이 감바스 파스타,"조회수 2,750",백설안달루시아산올리브유:6:큰술|따그라텔레면:적당량|냉이:5:줄기|마늘:10:개|페퍼론치노:5:개|후추:약간|소금:약간|새우:8:마리,1인분,30분 이내,중급,https://www.10000recipe.com/recipe/6866006
18,파스타 튀김 샐러드,"조회수 1,385",따그라텔레:1:개|참나물:1:줌|달래:1:줌|쌈채소(적상추겨자채적채):적당량|양파:1/2:개|새우:3:마리|레몬:1:개|간장:2:작은술|안달루시안오일:1:작은술|유자청:2:작은술,1인분,30분 이내,중급,https://www.10000recipe.com/recipe/6866005
19,두부강정,"조회수 3,854",행복한콩국산콩천일염두부(부침용):380:g|찹쌀가루:50:g|강정소스:150:g|호두:20:g|영양부추:20:g|해바라기씨유:적당량|소금:약간|통깨:약간|해찬들태양초고추장:100:g|간장:10:g|올리고당:(백설):100:g|간마늘:20:g|토마토케찹:15:g|백설남해굴소스:10:g,3인분,30분 이내,중급,https://www.10000recipe.com/recipe/6866004
20,연어날치마요 삼각김밥,"조회수 1,458",알래스카연어오리지널:1:개|햇반:2:개|백설밥이랑(야채):1:개|비비고김밥김:1:장|양파:1/3:개|날치알:2:큰술|마요네즈:3:큰술|통깨:약간|돈가스소스:약간|가쓰오부시:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6866003
21,달래양념장 스팸김치밥,조회수 823,쌀:1:컵|스팸클래식:100:g|비비고썰은배추김치:100:g|대파:1/2:대|백설사리원불고기양념:1:큰술|백설참기름:1:큰술|버터:10:g|물:1:컵|달걀:2:개|실파:약간|비비고김밥김:5:장|달래:30:g|간장:1:큰술|가쓰오부시육수:1~2:큰술|백설참기름:1:큰술|통깨:약간,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/6866002
22,호두 크랩 샐러드,조회수 931,더건강한크랩:4:개|파프리카:30:g|샐러리:25:g|양파:20:g|사과:50:g|오이:30:g|양상추:50:g|호두:30:g|드레싱:50:g|방울토마토:30:g|레몬즙:10:g|마요네즈:100:g|씨겨자:20:g|간마늘:5:g,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6866001
23,닭다리살 우엉덮밥,"조회수 1,954",햇반:2:개|닭다리살:400:g|우엉:1/3:대|달걀:2:개|시금치:8:줄기|대파:1/2:대|다진마늘:2:큰술|백설바삭한요리유:약간|후추:약간|백설오천년의신비명품천일염:약간|간장:4:큰술|올리고당:(백설):4:큰술|다진마늘:2:큰술|맛술:2:큰술,2인분,30분 이내,중급,https://www.10000recipe.com/recipe/6866000
24,도라지청,"조회수 5,892",도라지:360:g|백설스위트리알룰로스설탕(액상):150:g|도라지:300:g|백설스위트리알룰로스(설탕):360:g|물:350:㎖|생강약간:약간,2인분,90분 이내,중급,https://www.10000recipe.com/recipe/6865999
25,새우왕교자 만둣국,"조회수 1,998",비비고새우왕교자:8:개|청경채:60:g|양파:50:g|홍고추:3:개|달걀:1:개|대파:20:g|다시다요리수치킨스톡:20:g|산들애요리수해물스톡:10:g|하선정다진마늘:10:g|백설참기름:5:g|소금:약간,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6865998
26,사골들깨 미역국,"조회수 3,062",인스턴트사골곰탕:1:개|무:100:g|미역:1/2:줌|표고버섯:2:개|대파:1/2:대|하선정다진마늘:1/2:큰술|들깨가루:3:큰술|백설참기름:약간|물:650:㎖,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6865997
27,분짜,조회수 1.1만,돼지고기(삼겹살):200:g|쌀국수:150:g|무:10:g|당근:10:g|오이:10:g|양상추:1/3:개|오크린상추:10:장|고수:5:줄기|바질:3:장|민트:4:줄기|백설바삭한요리유:2:큰술|다진마늘:2:작은술|케찹삼발:1:큰술|간장:1/3:작은술|백설남해굴소스:2/3:작은술|백설스위트리알룰로스설탕(액상):1/2:작은술|물:2+1/4컵|스위트리알룰로스(분말형):4:큰술|피시소스:3:큰술|라임주스:3:큰술|간장:1/4:작은술,2인분,30분 이내,중급,https://www.10000recipe.com/recipe/6865996
28,바삭한 쥐포튀김,"조회수 7,112",쥐포:4장|튀김용기름:1컵|튀김가루:1컵|전분:2스푼|밀가루:3스푼|소금:1꼬집|얼음물:1/2컵|밀가루:3스푼,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6865994
29,3월 제철음식 우엉 돼지고기우엉조림,"조회수 5,918",우엉:1+1/2대|간마늘|매실청|통후추|굴소스|맛간장|돼지고기:250g|대파,3인분,60분 이내,초급,https://www.10000recipe.com/recipe/6865991
30,보양식 ....쇠고기 새우 그리고 채소가 어우러진 한 그릇 스피드 요리.,"조회수 2,280",쇠고기:300그람|새우:10마리|녹말:1큰술|정종:1큰술|양파:1/2개|마늘:5쪽|생강편:9편|굴소스:2큰술|정종:1큰술|참기를:2작은술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6865990
31,참소라찜...울퉁불퉁 뿔이 많이 난 참소라는 겨울철에 더 맛있다고 하네요 ,"조회수 5,276",참소라:10개|관자:4개|실고추:약간|소금:1/3작은술|후추:1/4작은술|마요네즈:2큰술|청피망:다진것:2큰술|다진파:1큰술,4인분,60분 이내,중급,https://www.10000recipe.com/recipe/6865989
32,"고로쇠물을 이용한 영양죽,소고기야채죽.","조회수 6,417",불린쌀:2컵|소고기:100g|감자:1개|양파:1/4개|브로콜리:조금|당근:1토막|표고버섯:2개|고로쇠물:1.5L|국간장:2수저|참기름:조금,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6865988
33,영양가득 찹쌀 머핀♡♡,"조회수 2,937",찹쌀가루:300g|햄프씨드:100g|우유:350g:조절가능|잣:팥소:넛츠류:크랜베리:300g:조절가능|베이킹파우더:3g|계란:1개|위에올릴:유자청:대추청:조금|설탕:50g,"6인분,이상",30분 이내,초급,https://www.10000recipe.com/recipe/6865985
34,영양 찹쌀 머핀,"조회수 1,282",찹쌀가루:300g|햄프씨드:100g|우유:350g:조절가능|잣:팥소:넛츠류:크랜베리:300g:조절가능|베이킹파우더:3g|계란:1개|위에올릴:유자청:대추청:조금|설탕:50g,"6인분,이상",30분 이내,초급,https://www.10000recipe.com/recipe/6865984
35,"바질 토마토 부르게스타, 빠르게 만드는 혼술 안주","조회수 4,841",썰어진:바게트:빵:원하는만큼|방울:토마토:10개|양파:1/4개|블랙:올리브:5개|올리브오일:1T|소금:1/2꼬집|바질:페스토:살짝|후추:약간|그라노파다노:치즈:조금,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6865983
36,오이소박이,"조회수 2,242",오이(:유럽:오이는:한국오이보다큼:약:35cm의길이):4개|소금:1/4컵|물:500ml|깨소금:1줌|붉은고추:3개|부추:150g|무:150g|다진새우젓:1/4컵|다진마늘:3T|다진생강:1t|고춧가루:3큰술|설탕:1t,"6인분,이상",60분 이내,초급,https://www.10000recipe.com/recipe/6865982
37,초간단 매쉬드 포테이토~*,조회수 1.1만,감자(대):1개|파마산치즈가루:1큰술|원당:1/2큰술|생크림:3큰술|파슬리가루:솔솔|버터:1큰술,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6865977
38,"비쥬얼 맛 영양가득
강황치즈김밥❤ ","조회수 1,476",강황밥|김밥김|파래김|슬라이스치즈|계란|다진소고기|단무지|햄|어묵|맛살|당근|맛소금|소금|참기름|통깨,"6인분,이상",120분 이내,고급,https://www.10000recipe.com/recipe/6865973
39,소고기 덕후인 당신이 꼭 먹어야할 소고기 요리 best5,조회수 2.5만,@,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6865971
40,"백종원 묵은지 볶음 만들기, 초간단 밑반찬 레시피~!",조회수 1만,묵은지:작은거:1/2포기|대파:1대|마늘:1큰술|들기름:4큰술|설탕:1큰술|통깨:약간,3인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6865969
