,title,views,ingredients,peoples,times,levels,url
0,HACCP 맛있는 한끼 버섯을 곁들인 고추장 양념 두부구이 두부스테이크,조회수 561,두부:1팩|새송이버섯:1개|양파:1/2개|마늘:5~6쪽|말린:청양고추:1개|파:약간|청양고추:1개|홍고추:약간|전분가루:1~2스푼|소금|후추|식용유|고추장:1.5스푼|간장:1.5스푼|미림:1스푼|물엿:1스푼|참기름:약간|깨,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6966094
1,"[무드앤쿡#.79] 물 빠진 배, 바람 든 배 모두 ok! 새콤달콤 잼보다 맛있는 <배 콤포트>",조회수 152,배:적당량|설탕:기호껏|견과류:적당량|건포도:적당량,1인분,90분 이내,초급,https://www.10000recipe.com/recipe/6966093
2,고추잡채 무조건 맛있는 성공 비법! 영상 보고 꼭 따라해보세요. 생각보다 쉬움!,"조회수 1,539",돼지고기:등심:100g|대파:1/3개|양파:1/2개|홍피망:1개|청피망:1개|청양고추:5개|소금|후추|맛술:1큰술|다진마늘:1/2큰술|전분가루:1큰술|간장:3큰술|맛술:2큰술|올리고당:2큰술|굴소스:1.5큰술|다진마늘:1/2큰술,3인분,20분 이내,초급,https://www.10000recipe.com/recipe/6966092
3,남은 잡채요리! 달걀만두 쉽게 만들어요.,조회수 363,남은잡채|계란,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6966090
4,cgv 버터구이 오징어 그 맛! 영화보면서 먹기 좋은 땅콩버터 진미채,조회수 797,진미채:150g|버터:1큰술|땅콩버터:1큰술|마요네즈:1큰술|설탕:1큰술,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6966089
5,양념부터 조리까지 10분 완성 불고기 사먹지 마세요!! 이젠 소고기만 준비하세요!!,조회수 950,소고기불고기용:560g|대파:1개|설탕:3큰술|간장:5큰술|다진마늘:3큰술,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6966088
6,애호박 싫어하는 사람도 순삭해버리는 애호박 비빔국수! 비빔국수는 이제 이렇게 드세요.,조회수 398,국수:1인분|애호박:1/2개|양파:1/4개|고춧가루:2.5큰술|간장:2큰술|올리고당:2큰술,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/6966087
7,요리 쫌 한다 싶으면 집에 하나씩 있는거 :: 블루베리 콩포트,조회수 282,블루베리:500g|설탕:150g|레몬쥬스:2큰술,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6966086
8,돼지 앞다리살 수육이 삼겹살 수육보다 맛있어요.앞다리살 수육 부드럽게 삶는 법! (with.참나물겉절이),"조회수 6,105",돼지고기앞다리살:500g|콜라:500ml|진간장:100ml|대파:1개|마늘:10개|월계수잎:3장|참나물:150g|설탕:1큰술|고춧가루:1큰술|진간장:1큰술|멸치액젓:1큰술|식초:1큰술|다진마늘:1/2큰술|참기름:1큰술,3인분,60분 이내,초급,https://www.10000recipe.com/recipe/6966085
9,크림파스타를 더 맛있게 해 줄 마법의 한 큰술! #들깨크림파스타 레시피,조회수 214,파스타면:100g|크림스파게티소스:1개|들깨가루:2큰술|삼겹살:2줄|양파:1/2개|마늘:7개|버터:1큰술,1인분,30분 이내,중급,https://www.10000recipe.com/recipe/6966084
