,title,views,ingredients,peoples,times,levels,url
0,청포도에이드,"조회수 7,184",청포도:20-25개|각얼음:6개|꿀:1큰술|탄산수:1과1/4컵:등,1인분,10분 이내,초급,https://www.10000recipe.com/recipe/6910586
1,지혜로운 한손요리 초간단 비엔나에그스크램블,조회수 783,비엔아:소세지:1봉|양파:조금|계란:2개|포도씨유:1T|치킨파우더:1/3t|강황가루:조금|후추톡톡|파,2인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6910581
2,참치샌드위치 든든한 한끼,"조회수 3,212",식빵:2개|양파:1/4개|크래미:2개|작은:참치:1개|마요네즈:2숟가락|머스타드소스:1숟가락,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6910580
3,아보카도 샐러드 엄지척,"조회수 4,124",드레싱::떠먹는요구르트:1통|설탕:1/2큰술|레몬즙:1큰술|소금:1/3큰술|통후추:약간,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6910579
4,망고진짜쫄면 매콤달콤 탱탱,조회수 494,망고:100g|적양배추:2장|당근:1/5개|오이:1/5개|양파:1/4개|진짜:쫄면:2봉,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6910578
5, 봄나물 오가피순 새콤달콤하게~,"조회수 2,146",오가피:순:200g|대파흰부분:1/2개|굵은소금:1/2큰술|고추장:1큰술|매실청:1큰술|사과식초:1큰술|요리당:1작은술|설탕:1작은술|통깨:1큰술,2인분,2시간 이상,아무나,https://www.10000recipe.com/recipe/6910574
6,에어프라이 치킨만들기 그리고 새콤한 코우슬로우,"조회수 4,666",양배추:4/1통|마요네즈:4수저|레몬즙:2수저|홀그레인머스터드:1수저|올리고당:2수저|피클찹:1수저|후춧가루:조금|닭다리:5개|치킨가루:1개,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/6910573
7,소고기 콩나물 우동,조회수 906,소고기:100g|당근:조금|양배추:조금|콩나물:조금|마늘:작은것:5개|피자치즈:조금|BBQ소스:1T|토마토스파게티소스:2T|물:2T|마른:야채:건더기:4.5g,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6910572
8,카레카레스샤샥,조회수 531,감자:1개:150그램|양파:2개:200그램|당근:반개:50그램|돼지고기:150그램|카레가루:5큰술,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6910571
9,언제 먹어도 맛있는 김밥 맛있게 만들어요,"조회수 9,548",김밥용김:10장|밥:4인분|계란:4개|김밥용햄:1팩|맛살:1팩|시금치:1/2근|단무지:10개|참기름:약간|통깨:약간,4인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6910569
10,전자레인지로 맛있는 계란볶음밥 만들기,"조회수 2,365",계란:2개|스팸:1/4통|간장:1T|파:조금|피자치즈:70g,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6910565
11,친정엄마가 전수해준 고추잎나물,"조회수 1,744",고추잎|참기름:1T|액젓:1T|소금:적당히|다진마늘:1T|대파:1대|깨:적당히,3인분,20분 이내,초급,https://www.10000recipe.com/recipe/6910564
12,고구마 갈레트 브루통｜효썸,"조회수 1,945",무염버터:150g|설탕:80g|소금:3g|노른자:2개|바닐라익스트랙:2tsp|박력분:150g|아몬드가루:60g|베이킹파우더:3g|찐:고구마:100g,"6인분,이상",2시간 이상,중급,https://www.10000recipe.com/recipe/6910562
13,장떡,"조회수 4,844",된장:1큰술|밀가루:100g|부추:1/2줌|깻잎:10장|청양고추:2개|양파:1/2개,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/6910561
14,정말 간단하지만 정말 맛있는 고추참치밥!,조회수 895,고추참치:1캔|밥:1그릇|김:1팩|깨:적당량,1인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6910558
15,초간단감자전!!!,"조회수 5,861",감자:2개|부침가루:감자양:1/3|소금:0.5T,2인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6910556
16,알리오올리오 만들기 :: 대파새우 오일파스타,"조회수 3,731",새우|파채|파스타면|굴소스|마늘|페퍼론치노|화이트와인|바질가루|소금|맛술:1숟갈|후추:조금,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6910554
17,베이컨의 짭쪼름함과 떡의 쫀득함 ☆ 베이컨떡말이,조회수 1만,베이컨:10줄|떡:20개|케찹|허니머스타드,2인분,20분 이내,초급,https://www.10000recipe.com/recipe/6910543
18,"오레오쨈설기(떡케이크,떡설기)","조회수 2,969",멥쌀가루:3컵|설탕:6큰술|오레오:6개|딸기쨈:4작은술|휘핑크림:100ml|플레인요거트:80g|레몬즙:1작은술,3인분,30분 이내,초급,https://www.10000recipe.com/recipe/6910538
19,라면포트로 국끓이기 12- 들깨표고당면국,"조회수 1,049",당면:1모음|표고버섯:1개|물:250ml|들깨:1.5T|멸치가루:1T|간장:1T|새우젓:1/4t|다진파:조금,1인분,10분 이내,초급,https://www.10000recipe.com/recipe/6910531
20,아삭아삭 식감이 즐거운 숙주나물 만들기 ,"조회수 2,537",숙주:500g|참기름:1큰술|소금:1큰술|다시다:1/2큰술|다진마늘:1/2큰술|통깨:1큰술|실파:2대|홍고추:1/2개,4인분,10분 이내,초급,https://www.10000recipe.com/recipe/6910527
21,간단 아이들 간식 햄 또띠아피자~*,"조회수 3,175",또띠아:1장|햄|모짜렐라치즈|체다치즈:1|갈릭크림소스,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6910519
22,추억의 반찬 고추장 양념 파래김 만드는 법 ,"조회수 2,997",파래:18장|고추장:5t|설탕:2t|대파:1개|통깨:1t|참기름:1t.,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6910518
23,[양식조리기능사 실기동영상] 샐러드부케를 곁들인 참치타르타르와 채소비네그레트 만드는 법,"조회수 1,427",붉은색:참치:살:80g|양파:1/8개|그린올리브:2개|레몬:1/4개|핫소스:5ml|쳐빌:2줄기|꽃소금:5g|흰후춧가루:3g|차이브:5줄기|룰라로사:2잎|그린:치커리:2줄기|붉은색:파프리카:1/4개|노란색:파프리카:1/8개|오이:10g|파슬리:1줄기|딜:1줄기|식초:10ml,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6910514
24,치즈스틱 이 쭉쭉 늘어난다 ★ ,"조회수 5,906",스트링치즈:6개|달걀:2개|빵가루:1종이컵|밀가루:1/2종이컵|파슬리가루:1숟가락|식용유:1숟가락,"6인분,이상",20분 이내,초급,https://www.10000recipe.com/recipe/6910513
25,[양식조리기능사 실기동영상] 피시뮈니엘 만드는 법,조회수 604,가자미:1마리|밀가루:30g|버터:50g|소금:2g|흰후춧가루:2g|레몬:1/2개|파슬리줄기:1개,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6910512
26,[양식조리기능사 실기동영상] 솔모르네 만드는 법,조회수 651,가자미:1마리|치즈:1장|카이엔페퍼:2g|밀가루:30g|버터:50g|우유:200ml|양파:1/3개|정향:1개|월계수잎:1장|파슬리줄기:1개|흰통후추:3개|소금:2g,1인분,60분 이내,초급,https://www.10000recipe.com/recipe/6910510
27,속까지 양념이 쏙 밴 빨간 두부조림,"조회수 3,859",두부:1모|쪽파:3대|식용유:약간|사과:1개|양파:1개|고춧가루:1큰술|간장:큰술|매실액:1큰술|물엿:2큰술|다진마늘:1큰술,4인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6910509
28,봄내음을 알싸한 맛으로 먹는 ~봄나물 달래무침!,조회수 938,달래:100g|고춧가루:1T|간장:1/2T|식초:1T|사과발효액:1T|참기름:1T:​|통깨:1T:​,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6910506
29,매콤달콤한 국민간식 ~떡볶이 !,"조회수 1,123",가래떡:600g|어묵:300g|달걀:6알|당근:1/2개|대파:약간|육수:5컵|고추장:7큰술|설탕:약간,4인분,20분 이내,초급,https://www.10000recipe.com/recipe/6910505
30,봄나물 만큼 맛있는 바질피클 / Basil pickle ,"조회수 1,584",바질:100g|간장:50ml|식초:50ml|물:500ml|설탕:25g,3인분,2시간 이상,아무나,https://www.10000recipe.com/recipe/6910504
