,title,views,ingredients,peoples,times,levels,url
0,가지구이 - 딸에게#,"조회수 9,579",@,@,@,@,https://www.10000recipe.com/recipe/1558440
1,속풀이 해장국으로 좋은 시원한 김치 굴국/굴 김칫국,조회수 1.5만,굴:150g|신김치:1포기|대파:1개|다시마(소):1장|들기름:2스푼|황설탕:0.5스푼|고춧가루:1스푼|새우가루:0.5스푼|소금:약간,5인분,30분 이내,초급,https://www.10000recipe.com/recipe/6879616
2,5분이면 만드는 쫀득한 옥수수전!,"조회수 4,233",부침가루or튀김가루or전분가루:1그릇|물:1/3컵|콘옥수수:1/2캔|맛소금:1T,1인분,5분 이내,초급,https://www.10000recipe.com/recipe/6949179
3,"김쪽파무침 만들기, 간단한 밑반찬","조회수 5,258",쪽파:300g|맨김:15장|액젓:1T|설탕:1/2t|매실청:1t|참기름:1.5T|통깨:1t|간:깨:1T|있으면:당근:약간,5인분,15분 이내,초급,https://www.10000recipe.com/recipe/6898350
4,돼지고기 요리 콩불 황금레시피,조회수 1.7만,돼지고기:목살:200g|콩나물:150g|당근:1/3개|파:1/2뿌리|고추:1/2개|양파:1개|참기름:1T|물:100mL|깨:1t|고추장:2T|간장:1T|굴소스:1T|고춧가루:1.5T|다진마늘:1T|맛술:1T|설탕:1/2T|참기름:1T|후추:1/3t|물:4T,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6890400
5,바다내음 듬뿍 관자미역국~,"조회수 8,288",건미역:1컵(밥공기2/3공기)|관자:약:10개|국간장:2큰수저|다진마늘:1큰수저|소금:적당량|참기름:1큰수저|물:넉넉히,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6841747
6,슬라이스 삼겹살로 손쉽게 쌍화탕 수육 만들기,조회수 1.4만,삼겹살:600g|물:1리터|집된장:2큰술|월계수잎:2장|통후추:약간|쌍화탕:1병|마늘:2개|연겨자:1큰술|진간장:1큰술|설탕:1큰술|식초:1큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6903379
7,"소고기무국, 소고기무국 끓이기, 소고기뭇국 끓이는 방법, 아이 국, 무 요리, 국물요리",조회수 8.5만,쇠고기:국거리:절단용:120g|무:100g|물:750mL|간:마늘:0.5T|소금:0.5T|참기름:2T,3인분,30분 이내,중급,https://www.10000recipe.com/recipe/6902005
8,소고기 무볶음,조회수 3.1만,무:1/3개|소고기:20~30g|마늘:1/2t|참기름:약간|소금:약간|포도씨유:적당량|깨:약간,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/1654815
9,단호박빵 밀가루 버터 오븐 없이 전자레인지로 만들기,조회수 1.5만,단호박:1/2개|계란:2개|견과류(옵션):조금,"6인분,이상",60분 이내,중급,https://www.10000recipe.com/recipe/6883162
10,두부야채전 만들기,"조회수 9,715",두부:1모|애호박|당근|양파|달걀:2개|올리브유|소금:약간,@,60분 이내,아무나,https://www.10000recipe.com/recipe/6742588
11,포근포근 달큰달큰한 무나물볶음 쉽게 만들기!,조회수 1.7만,무:1/2개|파:1개|들기름:3스푼|다진마늘:1/2스푼|소금:1/2스푼|참깨:취향껏|멸치육수:2국자,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6851031
12,꾸덕꾸덕 달콤하고 매콤한 시장표 쌀떡볶이 비법레시피,"조회수 2,897",물:400ml|다시마:1조각|양파:1/4개|대파:1줄|가래떡:3줄|납작:오뎅:2장|설탕:1T|물엿:2T|다시다:0.5t|고추장:2T|태양초:고추가루:1.5T|다진마늘:1T|미원:1꼬집,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6960523
13,새콤달콤매콤한 우엉채강정~,"조회수 6,730",우엉(껍질:벗긴:무게:360g정도):4토막|슬라이스:아몬드:1줌|찹쌀가루:수북히:5스푼|식초:1~2스푼|간장:1스푼|고추장:1스푼|케찹:1.5스푼|올리고당:1스푼|매실청:1스푼|맛술:1스푼|물:1/4컵,5인분,60분 이내,초급,https://www.10000recipe.com/recipe/6878575
14,【시판소스로 후다닥 바베큐폭립+닭꼬치 만들기~】,조회수 2.4만,등갈비:9쪽|닭가슴살:2+1/2쪽|대파:1줄기|시판바베큐소스:1통|간장:2T|고추장:2T|설탕:3T|맛술:5T|물:5T|파뿌리:7개|굵은후추:1.5T,3인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6869686
15,다가오는 새해! 미리 해피뉴이어 ★ 소고기떡국 ★ ,조회수 4.2만,떡국떡:400g|다진소고기:100g|대파:1대|달걀:2개|소금:약간|멸치다시마육수:5종이컵|간장:1숟가락|참기름:1숟가락|다진:마늘:1/3숟가락|소금:약간|후추:약간,2인분,30분 이내,중급,https://www.10000recipe.com/recipe/6924132
16,에어프라이어에 구운 맛있는 등갈비-데리야끼 소스 만드는법,조회수 1.3만,등갈비:900g|양파:1/2개|팽이버섯:약간|소금:약간|후추:약간|간장:6T|맛술:6T|생강술:1T|설탕(자일로스):2T|물:10T|사과:1/4쪽|다진마늘:2T,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6905248
17,"달콤 상콤한~ 딸기바나나쉐이크, 바나나딸기쉐이크",조회수 1.4만,바나나:1개|딸기:5개|우유:1/2컵|플레인요구르트:1/2컵|올리고당:1큰술,1인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6885370
18,김밥 맛있게 싸는법 - 봄소풍 도시락 햄넣고 돌돌,조회수 2.6만,햄|계란,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/6846699
19,누구나 좋아하는 찹스테이크 황금레시피,"조회수 4,681",소고기:등심:200g|손질:새우:150g|쪽파:1/3뿌리|매운:고추:1개|허브솔트:1/2T|올리브유:1T|스테이크소스:1/2컵|다진:마늘:1/2T|후추:1/3t|칠리소스:4T,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6899573
