,title,views,ingredients,peoples,times,levels,url
0,알토란 매생이굴국~ 깔끔한 국물,조회수 1만,매생이:400g|생굴:250g|까나리액젓:1t|소금:1/3t|참기름:1/2t|찹쌀물:찹쌀가루:3T:+:물:3T|무:50g|대파:50g|양파:50g|통마늘:50g|청양고추:1.5개|생강:5g|물:1.5L,5인분,30분 이내,중급,https://www.10000recipe.com/recipe/6884088
1,"건포도를 넣어 달달한~""건포도 머핀"" 만들기","조회수 1,242",계란:1개|설탕:70g|소금:3g|우유:50ml|레몬즙:1작은술|박력분:120g|식용유:60ml|베이킹파우더:3g|건포도:70g,3인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6884087
2,#알록달록 잡채#,"조회수 2,420",돼지고기|삼색파프리카|파|배추속|표고버섯|석이버섯|당면|배추|간장|깨소금|참기름,"6인분,이상",90분 이내,중급,https://www.10000recipe.com/recipe/6884085
3,#잡채용돼지고기를 이용한 #돼지고기달걀장조림만들기 #잡채용고기를 사용하면 간단하게 고기도 먹고 달걀도 먹고~~,"조회수 5,875",돼지고기:180g|마늘:2개|생강:1작은술|청주:1/3컵|삶은달걀:10개|삶은메추리알:20개|진간장:1컵|천연조미료:1`큰술|꿀:3큰술|계피가루:1큰술|물:3컵,"6인분,이상",90분 이내,아무나,https://www.10000recipe.com/recipe/6884083
4,키조개 관자 요리 : 관자버섯떡국/저녁메뉴,"조회수 3,665",관자:2개(약:100g)|떡국떡:4컵(400g)|대파:20cm|국간장:1T|참기름:2t|다진마늘:1/2t|다시마(10x10):1장|물:10컵(2L),3인분,30분 이내,중급,https://www.10000recipe.com/recipe/6884082
5,까치설날 아침에 먹은 명절음식 떡만둣국,"조회수 4,811",떡국떡|김치만두|사골육수|계란|파|소금|국간장|후추,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6884080
6, 초간단 반찬 쏘야/소세지볶음,"조회수 5,293",소세지:3개|빨강:파프리카:20g|양파:1/2개|쪽파:약간|칠리소스:1스푼|고춧가루:0.5스푼|간장:1스푼|케챂:0.5스푼|올리고당:1스푼|참기름:약간|후추:약간|깨소금:약간,3인분,15분 이내,초급,https://www.10000recipe.com/recipe/6884079
7,통조림 활용 자취요리/꽁치 육개장,"조회수 1,322",꽁치:통조림:1개|삶은:고사리:100g|삶은:단배추:100g|대파:1개|삶은:방아잎:50g|쌀뜨물:1000ml|참치액:2스푼|소금:약간|고춧가루:3스푼|국간장:2스푼|된장:1스푼|다진:마늘:1스푼|고추기름:1스푼|다진:생강:1티스푼|맛술:2스푼|후추:약간,3인분,30분 이내,초급,https://www.10000recipe.com/recipe/6884078
8,봄봄봄~ 같이 벚꽃머랭쿠키 만들어서 선물해요~♡간단한베이킹.사진첨부없습니다 ㅠㅠㅠ!!,"조회수 3,732",딸기시럽:적당량|핸드머신기:1개|식용색소:이쑤시개에:조금|흰자:3개|설탕:60g,3인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6884077
9,명절에 느끼한 속 달래줄 빛깔고운 비트물김치. 비트나박김치,조회수 1.8만,알배기배추(中):1통|무:2토막|생수:2.5L|비트:1/4개|홍고추:2개|오이고추:3개|양파:1/2개|쪽파:1줌|마늘:3톨|생강즙:1티스푼|멸치액젓:2스푼|천일염:적당히,"6인분,이상",60분 이내,초급,https://www.10000recipe.com/recipe/6884076
10,사골 떡만두국 초간단 레시피로 든든하게,조회수 1.6만,사골육수:0.8l|만두:12개|떡국떡:3컵|소금:1/2~1큰술|후추:톡톡|대파:송송,3인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6884075
11,두부떡조림:떡국떡 활용한 조금 특별한 두부조림,"조회수 1,989",두부:1모|떡국떡:1~2컵|부추:1줌|들기름+식용유:1큰술|들깨가루:1큰술|양조간장:1큰술|다진마늘:1/2큰술|올리고당:1큰술|매실액:1큰술|고춧가루:1큰술|후추:조금|멸치다시육수:1/2컵|양파:1/2개|고추장:1큰술|케첩:1큰술|양조간장:1/2큰술|올리고당:1큰술|매실액:1큰술|멸치다시육수:1/2컵,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/6884074
12,두부김치카나페:초간단 초스피드 두부김치,"조회수 4,518",두부:1모|신김치:1/2포기|참기름+들기름:1~2큰술|설탕:또는:올리고당:1작은술:또는1/2큰술|통깨:또는:흑임자:1/2큰술|어린잎채소:선택|식용유,4인분,15분 이내,초급,https://www.10000recipe.com/recipe/6884073
13,토마토두부샐러드:모짜렐라치즈 대신 두부!,"조회수 5,740",토마토|생두부|바질가루(생략가능)|발사믹소스,2인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6884072
14,기름떡볶이:떡볶이 중 가장 쉬운~,"조회수 3,126",떡볶이떡|고추장:1|고춧가루:1|양조간장:1/2|매실액:1|다진마늘:1/3|후추:1/3|깨소금:1|식용유,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6884070
15,바삭바삭...추억의 밑반찬~다시마튀각,"조회수 2,309",다시마|설탕|식용유|참깨,4인분,15분 이내,중급,https://www.10000recipe.com/recipe/6884069
16,식빵 만들기 속에 치즈가 가득 통밀치즈식빵만들기,"조회수 3,582",강력분:300그램|통밀:50그램|이스트:5그램|설탕:35그램|소금:5그램|물:120그램|우유:110그램|버터:20그램|롤치즈:40그램|에멘탈치즈:40그램(식빵:1개분),3인분,2시간 이상,중급,https://www.10000recipe.com/recipe/6884066
17,명절연휴 장거리운전 간식 캔디드아몬드와 호두,"조회수 1,367",아몬드:100그램|호두:100그램|달걀흰자:1개|설탕:40그램|버터:15그램,"6인분,이상",60분 이내,초급,https://www.10000recipe.com/recipe/6884065
18,유과만들기 뻥튀기로 초간단 조청 유과 만들었어요,"조회수 7,524",뻥튀기:5~6개|튀밥:2공기|조청:1컵|설탕:2큰술,@,@,@,https://www.10000recipe.com/recipe/6884064
19,한우스테이크 소고기스테이크,조회수 1.3만,한우/소고기:2팩|버터:2~3큰술|올리브유:6큰술|로즈마리|통마늘:6개|방울토마토:5개|양송이버섯:3개|스태이크소스:2큰술|시즈닝|바질|허브솔트|흐추,2인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6884060
20,초간단 손쉽게 파베 초콜릿 만들기 ! ,"조회수 1,437",초콜릿:400g|우유:200ml|코코아가루,4인분,2시간 이상,아무나,https://www.10000recipe.com/recipe/6884059
21,"설선물베이킹, 상투과자만들기","조회수 1,671",백앙금:1kg|아몬드가루:100g|달걀:노른자:2개|올리고당:15g|우유:50ml|녹차가루:1스푼|딸기가루:1스푼,"6인분,이상",60분 이내,아무나,https://www.10000recipe.com/recipe/6884058
22,김치찌개 만들기 초간단으로 만두 넣고 김치전골 김치만두전골 만드는 방법,조회수 1.1만,김치:2국자|대파:조금|마늘:조금|청양고추:조금|돼지고기다짐육:1줌|고추가루:1스푼|만두:먹을만큼,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6884057
23,봄동전 햄도 넣어 아이들도 맛있게~,"조회수 1,919",쌈추(or봄동)|슬라이스햄|튀김가루:2큰술|부침가루:2큰술|계란:1개|찬물:2/3종이컵|참기름or들기름:1큰술|식용유,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6884055
