,title,views,ingredients,peoples,times,levels,url
0,콩국물로 만든 고소하고 담백한 미역냉국!! ,조회수 363,정식품:진한콩국물:950ml:1팩|마른미역:20g|소금:1t|빨간피망:1/2개|오이:5cm:2토막,2인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6940389
1,"두부를 활용한 상큼하고 시원한음식, 묵밥만들기","조회수 1,004",두부:1/2모|양배추:3장|신김치|김|참기름|깨|국간장:3T|설탕:2T|물:3컵|식초:2T,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6940388
2, 떡갈비볶음 만들기,조회수 623,노란파프리카:1개|피망:1개|떡갈비:4장:이상|양파:1개|물:2큰술|고추장:1큰술|케첩:4큰술|다진마늘:1숟갈|물엿:2큰술,3인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6940386
3,호박 고추장찌개,"조회수 2,655",호박:1개|감자:2개|돼지고기찌개용:200g|두부:1모|양파:1/2개|청양고추:1개|홍고추:1개|멸치:15개|다시마5cmx5cm:1장|소금:0.2큰술|다진마늘:1큰술|고추장:2큰술|된장:1큰술|간장:1큰술|고춧가루:1/2큰술|후춧가루:약간,4인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6940385
4,"숯불 향 가득한 ""닭가슴살튀김 볶음밥""[중독성x1000]","조회수 1,808",쌀밥:적정량|고추장:1T|쯔란시즈닝:2T|간장:3T|노브랜드:2덩이~:3덩이|튀김가루:2컵|대파:1~2줄,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6940384
5,열무꽁치조림 만드는법 / 맛남의광장,조회수 547,꽁치통조림:1개|열무:5줄기|대파|양파|다진마늘:1T|된장:1T|고추장:1t|고추가루:1t|설탕:1/2t|​:쌀뜨물:1.5컵|청양고추:3개,@,@,@,https://www.10000recipe.com/recipe/6940383
6,﻿오징어간장조림,"조회수 4,004",반:건오징어:5마리|간장:2T|굴소스:1T|매실액:1T|맛술:1T|생강가루:1t|물:2T|들기름:1T|마늘:5톨|대파:1/4대,4인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6940382
7,김치볶음밥,조회수 678,캔햄:1캔|양파:1/2개|김치:3줄|팽이버섯:1/3봉지|밥:1.5공기|참기름:1/2t,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6940381
8,숙성육으로 만드는 안심스테이크 ,조회수 658,안심스테이크용(150g:):3팩|새송이버섯:1개|감자:1개|마늘:9톨|허브소금:약간|올리브오일:약간,3인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6940380
9,월남쌈만들기 재료 소스 여름철 냉파요리로 딱 좋아,"조회수 2,431",라이스페이퍼|칠리소스:1병|피쉬소스:1병|훈제오리|소불고기:1근|양파:1개|크래미:1팩|무순:1팩|새싹채소:1팩|비트:1개|깻잎:20장|오이:2개|당근:1개|파프리카:1개씩|파인애플통조림:1개|사과:1개|고수:1묶음|땅콩버터:3T|마요네즈:1T|허니머스터드:1T|올리고당:2T|통조림국물:2T|소불고기:1근|양파:1개|간장:5T|올리고당:2T|매실청:2T|간마늘:1T|생강:0.3T|후추:톡톡,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/6940377
