,title,views,ingredients,peoples,times,levels,url
0,짜지않은 서리태 콩장 - 딸에게#,"조회수 4,841",서리태:1컵|아몬드:1줌|간장:1T|조청(올리고당):1T~|통깨,@,@,@,https://www.10000recipe.com/recipe/6875282
1, 치즈떢볶이 간편하고 쉽고 빠르게 만들기,조회수 820,치즈떡볶이:1봉지|오뎅:작은봉지:1개|양파:1개|마늘:1T|대파:2뿌리|냉장고야채(파프리카나버섯등)|참기름:약간|깨소금:약간|삶은달걀:4개|설탕:2T,4인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6875281
2,"백종원 두루치기, 매콤한 두루치기.",조회수 5.4만,돼지고기앞다리:400g|양파:1/2개|당근:약간|김치:1/2공기(밥그릇기준)|청양고추:4개|고춧가루:1+1/2큰술|고추장:1+1/2큰술|맛술:2큰술|간장:1+1/2큰술|굴소스:1큰술|다진마늘:1큰술|설탕:1+1/2큰술|후춧가루:약간|설탕:1큰술|참기름:1/2큰술,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6875276
3,씁쓸하면서도 달달해♡ 깐도라지 보관법 ,조회수 1.7만,깐:도라지,"6인분,이상",10분 이내,아무나,https://www.10000recipe.com/recipe/6875274
4,비빔 오징어젓갈 볶음밥~*,"조회수 5,537",밥:1인분|비빔오징어젓갈:2큰술|양파:조금|통마늘:3개|땡초:1|버터:1티스푼|통깨:솔솔|식용유,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6875273
5,"음식취향 A vs B, 당신의 선택은?","조회수 5,254",@,1인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6875271
6,도시락에 빠질수 없는~ 맛살 요리 best5,"조회수 9,029",@,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6875270
7,오징어 껍질 벗기기,"조회수 5,240",오징어,1인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6875268
8,치미추리 소스 만드는 법,조회수 1.7만,고수:30g|이탈리안:파슬리:30g|다진:마늘:1작은:술|다진:양파:1큰:술|소금|후추|큐민:가루:1작은:술|고춧가루|1작은:술|레몬즙:1큰:술|올리브유:3큰:술,@,@,@,https://www.10000recipe.com/recipe/6875267
9,"구수한 맛과 향긋한 향이 잘어울리는
청국장깻잎찜","조회수 1,200",깻잎:4묶음|물:6T|쌈장청국장:2T|멸치다시다:1/2t|마늘:1/3t|파|통깨,4인분,10분 이내,중급,https://www.10000recipe.com/recipe/6875266
