,title,views,ingredients,peoples,times,levels,url
0,만물상 우엉조림 최고의 레시피,조회수 2.7만,우엉:2대|들기름:3큰술|물:종이컵:2컵|간장:50ml|흑설탕:3큰술|올리고당:3큰술|깨소금:조금,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/6924420
1,크랜베리 통밀 베이글,"조회수 4,219",강력분:350g|통밀가루:150g|설탕:14g|소금:12g|이스트:5g|크랜베리:80g|물:300g,"6인분,이상",2시간 이상,중급,https://www.10000recipe.com/recipe/6874193
2,진미채볶음,조회수 5.9만,진미채:200g|고추장:4TS|간장:2TS|요리당:1.5TS|꿀:1TS|마늘:1TS|청주:2TS|후추:조금|참기름:조금|통깨,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/4527194
3,매콤 멸치 감자조림 ~*,"조회수 2,245",감자:2개|멸치:1줌|양파:1개|간장:4큰술|설탕:1+1/2큰술|고춧가루:1큰술|물:200ml,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6933736
4,간장 파스타,조회수 1만,스파게티면:140g|새우:4마리|양송이:3개|양파:1/4개|마늘:2쪽|샐러리:1/2대|페페론치노:6개|청양고추|건고추|올리브유:2큰술|굴소스:1/2큰술|간장:2큰술|물엿:2큰술|면삶는:물:700ml|소금:7g|식용유:0.7온스(대략:조금:넣으시면:되요.),2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6282263
5,맑은 배추 두부 국,"조회수 1,471",멸치:육수:1리터|배추:100g|두부:1/2모|파:1-2대|매운:칠리:고추:2개|국간장:1큰술|액젓:1/2큰술|소금:1/2작은술|다진:마늘:1/2큰술,3인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6957226
6,꿀처 머위대 나물볶음,조회수 1.2만,머위대:삶아논거:400g(한근)|대파:10cm|간장:2스푼|까나리액젓:2스푼|매실액:1스푼|들기름:2스푼|고춧가루:2스푼|깨소금:2스푼|다진마늘:1스푼|올리고당:1스푼|소금:0.3스푼|오일:2스푼,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/6872884
7,"[닭요리/닭다리살요리] ""홍양갱의 밤 - 고구마 닭갈비""","조회수 1,742",닭다리살:600g|양파:1/2개|양배추:200g|고구마:2개|떡국떡:약간|쪽파:150g|깻잎:20장|간장:5T|고춧가루:6T|맛술:2T|생강가루:1/2t|다진마늘:1T|매실청:2T|설탕:1T|참기름:1T|후춧가루:약간,4인분,30분 이내,중급,https://www.10000recipe.com/recipe/6956278
8,후다닥 끓이는 옛날식 두부찌개 ,조회수 12.8만,두부:1모|양파:1/2개|깻잎:3장|대파:1/4개|고춧가루:3큰술|다진마늘:1큰술|진간장:2큰술|들기름:1큰술|설탕:1작은술|새우젓:1작은술,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6888664
9,사워크림 크렌베리 스콘,"조회수 2,284",박력분:100g|중력분:100g|버터:70g|설탕:30g|소금:2g|베이킹파우더:3g|사워크림:140g|건크렌베리:80g,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/6888458
10,"오리엔탈 드레싱 만드는 법 어떤 샐러드에도 잘어울리는 소스 만들기,",조회수 6.9만,간장:3T|올리고당:1T|미림(맛술):1T|식초:1T|설탕:1/2T,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6877170
11,여름반찬 애호박채 새우젓 볶음,조회수 1.9만,애호박:1개|양파:1/3개|마늘:2쪽|새우젓:1+1/2큰술|고춧가루:1+1/2큰술|들기름:2큰술|물:2큰술,@,30분 이내,아무나,https://www.10000recipe.com/recipe/5221068
12,소고기 장조림 만들기 ,"조회수 4,065",장조림용:고기:400g|소주|후추|메추리알|진간장:8스푼|국간장:4스푼|통마늘:1줌|설탕:3스푼|올리고당:3스푼|물:3컵|청양고추:2~3개,4인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6949936
13,암예방레시피/감자샐러드 샌드위치 도시락,"조회수 8,285",감자:2개|오이:1/3개|적양파:50g|식빵:4장|빨강:미니파프리카:50g|크림치즈:약간|소금:1티스푼|설탕:1스푼|식초:1스푼|후추:약간|마요네즈:3스푼|소금:약간|후추:약간|설탕:1스푼|소금:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6917016
14,밥솥으로 만든 맥앤치즈,"조회수 2,594",마카로니:1/2컵|물:250ml:1컵|식용유:또는:올리브유:1T|소금:1/2t|옥수수캔:4T|밀가루:2t|버터:2t|치즈:40g|우유:250ml:1컵|파슬리:조금|후추:조금,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6910308
15,【초간단】감자볶음과 감자국 만들기,"조회수 8,557",감자:5개|양파:1개|땡초:3개|대파:적당히|마늘:3개|소금:약간|후추:약간,3인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6866831
16,바삭 쫄깃한 식감이 식욕을 팍팍 돋우는 베트남식 튀김만두!,조회수 2만,돼지고기다짐육:200g|칵테일새우:1/2cup|당면:1줌(40g)|다진양파:1/4개|부추:40g|달걀:1개|라이스페이퍼:10장|청주:1개|후추:약간|다진마늘:1/2T|간장:1T|굴소스:1T|스위트칠리소스:적당량,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6859203
17,순두부 계란찜 만들기,조회수 5만,달걀|고추|멸치육수|당근|애호박|다진마늘:1작은술|다진파:1큰술|참기름:1큰술|깨소금:1/2큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/3763331
18,"얼큰 두부 애호박찌개, 초간단 찌개",조회수 3.3만,두부:1/2모|애호박:1/3개|대파:1뿌리|다시마:3장|간장:2T|고추가루:2T|다진마늘:1/2T|후추:약간|소금:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6855466
19,얼큰 버섯 두부찌개,조회수 1.9만,두부(작은것):1모|애호박:1/3개|팽이버섯:1개|백일송이버섯:2개|청양고추:1개|파:약간|멸치육수|고추장:1t|고춧가루:1T|국간장:1T|마늘:1T|후춧가루:약간|육수:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6843052
20,버섯요리 느타리버섯무침 매콤쫄깃! 쉽고 맛있어요~(+영상),"조회수 2,982",느타리버섯:200g|쪽파:약간|소금:2꼬집|설탕:0.3큰술|고춧가루:0.5큰술|다진마늘:0.3큰술|매실청:0.5큰술|간장:1큰술|참기름:1큰술|깨소금:약간|후추:약간,3인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6920193
21,소고기 미역국 끓이는 법 맛있는 미역국 끓이기,"조회수 8,249",소고기:200g|마른:미역:20g|참기름:2수저|국간장:4수저|액젓:2수저|다진:마늘:1수저|물:2L,5인분,60분 이내,초급,https://www.10000recipe.com/recipe/6968996
22,낙지볶음 매콤하게,"조회수 8,714",낙지:3마리|양파:1개|대파:1개|당근:1/3개|청양고추:2개|홍고추:1개|고추가루:3T|간장:3T|설탕:2T|고추장:2T|다진마늘:1T|맛술:1T|참기름:1T|굴소스:0.5T,3인분,30분 이내,초급,https://www.10000recipe.com/recipe/6897191
23,월남치킨만들기 ,"조회수 4,454",닭가슴살:300g|라이스페이퍼(닭한개에한장):10장|간장:1t|꿀:1t|다진마늘:1.5t|강황(카레가루):1.5t|매실:1t|후춧가루:0.5t|우유:200ml,2인분,60분 이내,고급,https://www.10000recipe.com/recipe/6851454
24,"밑반찬의 터줏대감이자 기본중의 기본, 마늘쫑 건새우볶음","조회수 3,757",건새우:100g|마늘쫑:2대|고추가루:2큰술|굴소스:2큰술|올리고당:2큰술|다진:마늘:1/2큰술|포도씨유:4큰술|통깨:1큰술|참기름:1큰술,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6942768
25,간단하고 맛있는 밑반찬 쥐포볶음 만들기,"조회수 3,757",쥐포:6장|고추장:2t|고춧가루:1t|간장:1/2t|통깨:1t|설탕:1t|물:2T,4인분,20분 이내,아무나,https://www.10000recipe.com/recipe/6920404
26,#스트리트푸드파이터 하얼빈편 #파이황과만들기 #오이김치와 비슷한 식감의 짭쪼름하고 새콤한 오이절임이자 오이무침!!!,"조회수 4,377",미니쥐청오이:6개|굵은소금:1+1/2큰술|참기름:1큰술,"6인분,이상",15분 이내,아무나,https://www.10000recipe.com/recipe/6892135
27,[간단 자취요리]상추쌈?무쌈? NO!! 햄덕후의 7분 햄쌈덮밥 만들기,조회수 3.4만,신:김치:1공기|설탕:1/2T|햄:적당량,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6863195
28,얼큰한 맛 감자국 끓이는법,"조회수 2,789",감자:1개|계란:1개|고추장:1큰술|다진마늘:약간|대파|육수:500ml,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/6960245
