,title,views,ingredients,peoples,times,levels,url
0,누구나 쉽게 성공가능한 닭다리오븐구이,조회수 4.3만,닭다리:4개|방울양배추:4개|양파:1/2개|방울토마토:8개|발사믹식초:2T|올리브유:1T|올리브유:2T|소금:1t|후춧가루:1/3t|말린:바질:1t,1인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6835223
1,묵은지 닭찜,조회수 1.5만,묵은지:1포기|김치국물|닭:1마리|양파:적당량|묵은지:1포기|멸치:몇개|다시마:조금|고춧가루|후추:약간|김치국물,4인분,60분 이내,초급,https://www.10000recipe.com/recipe/1847500
2,전자렌지로 계란찜 만들기,조회수 3.5만,계란:3개|홍고추|청고추|파:조금씩|청주:1큰술|새우젓:국물:1작은술​|다시마물:1/2컵(100cc),2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6829435
3,정월에는 꼭 먹어봐야 하는 가오리 초무침,조회수 1.1만,손질:가오리:150g|배:1/2개|봄동:1/2포기|고추장:2숟가락|매실진액:3숟가락|감식초:4숟가락|깨소금:약간|참기름:약간|마늘:약간,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6865029
4,물회 만들기 / 물회양념 만들기,조회수 2만,오이:1/2개|당근:약간|양배추:두:줌|해산물:기호에맞게|고추장:3Ts|고춧가루:3Ts|식초:12Ts|설탕:2Ts|소금:1/2Ts|매실청:3Ts|물:250ml|사이다:500ml|깨소금:4Ts|참기름:1/2Ts|얼음:약간,2인분,20분 이내,초급,https://www.10000recipe.com/recipe/6935179
5,백선생 고사리볶음 레시피,조회수 2.3만,고사리:200g|대파:약간|다진마늘:1/2스푼|소금:1/3스푼|깨:약간,4인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6842375
6,초계탕 ,조회수 5.4만,닭(작은:것):1/2마리|메밀국수:4인분|통:마늘:5개|통후추:5알|대파:1대|계란(지단용):1개|맛살:3개|대파:1/5대|양배추:약간|깻잎:약간|노랑:피망:약간|빨강:피망:약간|오이:작은:크기:1개|소금:0.2작은술|후춧가루:약간|참기름:1큰술|닭육수:1.5리터|겨자장:1큰술|식초:5큰술|설탕:2작은술|천일염:약간|깨소금:1큰술|소금:0.3작은술|설탕:1작은술|식초:2큰술,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/1250073
7,고추부각조림,조회수 2.1만,고추부각:70g|올리브유:1.5큰술|간장:1큰술|올리고당:1큰술|미림:1큰술|통깨:약간,3인분,15분 이내,초급,https://www.10000recipe.com/recipe/6772095
8,따뜻한 밀크티 만들기,조회수 2.8만,법랑:밀크팬|홍차|꿀:1티스푼|우유:200~300ml|시나몬스틱,1인분,10분 이내,아무나,https://www.10000recipe.com/recipe/6388494
9,쫀득한 식감의 아구 간장조림,조회수 1.2만,중간:크기:아구:2마리|간장:1/2컵|올리고당:1/2컵|마늘:3통|청고추:약간|홍고추:약간|생강즙:4스푼|소주:4스푼|표고가루:1스푼,4인분,30분 이내,중급,https://www.10000recipe.com/recipe/6858730
10,총알오징어 통찜 입에서 살살녹는 오징어요리,조회수 3.8만,총알오징어:20~30마리|물:약간|찜기:찜통,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6850383
11,도라지사과 생채무침,조회수 1.6만,도라지|사과|오이|고추장|고추가루|다진마늘|피클용식초|설탕|통깨,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2678713
12,시원한 바지락국 # 바지락 해장국,조회수 2.1만,바지락:250g|무:40g|간:마늘:1T|소금:1/2t|채:썬:파:1줌|고추:1/2개,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6866208
13,간단요리 꽈리고추멸치조림,조회수 1.1만,꽈리고추:200g|중간:멸치:150g|고추가루:1t|진간장:1T|다진마늘:1t|식용유:1T,3인분,20분 이내,중급,https://www.10000recipe.com/recipe/6907394
14,뱅어포보관법을 알려드릴께요 : ) ,조회수 1.1만,뱅어포,@,@,아무나,https://www.10000recipe.com/recipe/6905161
15,﻿오삼불고기 황금레시피 바로 이것!,조회수 2.8만,오징어:1마리|삼겹살|대파|양파|고춧가루:3스푼|고추장:1스푼|설탕:1.5스푼|다진마늘:1스푼|진간장:3스푼|물:1/2컵|참기름,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6879041
16,"울릉도 봄나물 ""부지갱이 나물 무침""","조회수 5,876",울릉도참섬지기:삶은부지갱이:500g|참기름:10g|소금:4g|깨:5g,4인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6838913
17,"번데기탕, 간단한 술안주로 딱이죠~!!",조회수 4.2만,번데기통조림:1캔|다진마늘:1큰술|고춧가루:1큰술|청양고추:2큰술,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6875353
18,돼지고기 김치찌개 ~ 묵은지 김치찌개 팍팍!!,조회수 3.1만,돼지고기앞다리살:260g|김치:1컵|김칫국물:240ml|양파:1/2개|대파:3큰술|참기름:1/2큰술|고춧가루:0.5큰술|마늘:0.5큰술|물:600ml,4인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6857243
19,쑥국맛있게끓이는법 봄 제철음식 챙겨서 먹어봐요.,조회수 1.3만,쑥:100g|바지락살:250g|대파:1/2개|멸치:육수:7컵|된장:2스푼|다진마늘:1스푼|들깨가루:1스푼|국간장:1스푼|무:1/3개|양파:1/2개|대파:1개|건다시마:2~3쪽|건표고버섯:5개정도|국물용:홍:새우:1/2컵|디포리+국물용:멸치:1컵|생수:15컵,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6845765
20,명절 음식 후 남은 만두피를 활용해! 메세지를 확인하는 재미가 쏠쏠한♥포춘쿠키,조회수 6.2만,만두피:12장|물|식용유:약간|포춘쿠키메세지,"6인분,이상",30분 이내,아무나,https://www.10000recipe.com/recipe/6883918
21,집에서 먹는 참치회 ((참치회뜨는법-숙성법)),조회수 2.6만,오도로:70g|주도로:150g|눈다랑어뱃살:200g|간장|생와사비or와사비|락교|생강절임|무|무순|물:1000cc|소금:35g,2인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6848416
22,매콤한 삼치 조림,조회수 2.3만,삼치:1마리|무:1/2개|감자:1개|대파:1대|홍고추:1개|청양고추:2개|다진마늘:2큰술|고춧가루:3큰술|멸치액젓:1큰술|양조간장:2큰술|후춧가루:1작은술|설탕:1작은술|생강즙:1작은술|미림:1큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/6544373
23,견과류 검은콩국수,조회수 1.5만,불린:검은콩:1컵|면:100g|우유:200ml|호두:9~10개|호박씨:1큰술|해바라기씨:1큰술|삶은달걀:1개|오이:1/2개|토마토:약간|소금:약간,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/2806242
24,★초간단 미니김치부침개,조회수 2.3만,@,@,@,@,https://www.10000recipe.com/recipe/1978785
25,"무청도 무도 삼치도 다 맛있는 삼치 무청조림, 무청 삼치조림","조회수 8,512",삼치:2/3마리(600g)|무청:1줌|1.:5~2cm두께로:두툼하게:통으로:자른:무2|양파:1/2개|대파:1대|다진마늘:1큰술|양조간장:3큰술|국간장:3큰술|청주:3큰술|고추가루:2+1/2큰술|후추:1/2작은술|매실청:1큰술|참기름:1큰술|다시마:멸치육수:3컵,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6879722
26,오이무침,조회수 11.7만,오이:2개|봄동:약간|사과:1/2개|소금:적당량|멸치액젓:1+1/2큰술|고춧가루:1+1/2큰술|매실액:3큰술|검은통깨:1작은술|다진마늘:1작은술|참기름:1큰술,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/3450243
27,백종원 김치찌개 간단하고 깊은맛도 최고~!,조회수 6.7만,신김치:1/4쪽|돼지고기:200g|대파:송송:썬:것:1줌|풋고추:1~2개|양파:1/4개|쌀뜨물:4~500ml|고운:고추가루:1TS|굵은:고추가루:1TS|다진마늘:1TS|국간장:1TS|새우젓:1TS,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/6840138
28,된장 깻잎장아찌,조회수 4.5만,깻잎:300장:정도|콩잎:조금|천일염:5큰술|물:2000리터|된장:5큰술|소주:1/2컵|맛술:1/2컵,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/6830883
29,쪽파 김치 담그는 법,조회수 6.2만,쪽파:(작은:단):3단|고춧가루:1컵|멸치액젓:1/2컵|매실청:3큰술,"6인분,이상",120분 이내,초급,https://www.10000recipe.com/recipe/6827827
30,"고사리 나물, 비린맛 없이 맛있는 고사리나물볶음, 명절음식, 건고사리",조회수 8.7만,고사리:200g|국간장:2큰술|들기름(또는참기름):2큰술|피쉬소스:1/2큰술|설탕:1/4큰술|다진마늘:1큰술|채친:양파:1/5개|다진파:1큰술|후추:톡톡톡톡|통깨:적당량,4인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6905901
31,[아귀찜]집에서 푸짐하게 즐기는 아귀찜 비법,조회수 3.6만,손질한:아귀:1kg|미더덕:300g|소주:1/2컵|찜용:콩나물:600g|감자전분:4큰술|미나리:2줌|참기름:3큰술|다진:청양고추:3개|통깨:약간|아귀삶은:물:1컵|중간:고춧가루:100g|진간장:4큰술|백설탕:4큰술|후춧가루:1/2큰술|다진마늘:3큰술|참치액젓:3큰술|물엿:2큰술|연겨자:2큰술,4인분,30분 이내,중급,https://www.10000recipe.com/recipe/6956228
32,잡내없이 부드럽고 쫄깃한 돼지고기 장조림 맛있게 만들기 만드는 법 / 황금 레시피 / 백종원 돼지 장조림 ,조회수 12.8만,돼지고기(안심또는:사태):1kg|꽈리고추:20~30개|메추리알:20~30개|양파:1/2개|마늘:15개|대파:1/2대|생강:10g|통후추:15알|건고추:1개|청양:고추:1개|간장:1+1/2컵|물:1.5L|설탕:2큰술|올리고당(또는:물엿):1+1/2큰술|맛술:1/2컵,"6인분,이상",60분 이내,아무나,https://www.10000recipe.com/recipe/6912348
33,꼬리곰탕,조회수 8.5만,소꼬리|파|마늘|양파|소금|간장|파|마늘,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/6844849
34,충무김밥 오징어무침만들기,조회수 1.5만,오징어|고춧가루|어묵|데친미나리|다진마늘|다진파|생강가루|참기름|설탕|단무지무침|오징어무침|김|밥,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/6848347
35,케일주스,조회수 7.6만,케일:20장|사과:2개|레몬:1/2개,3인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6092895
36,아삭아삭한 참외를 먹고싶다면? 참외보관법,조회수 5.2만,참외,"6인분,이상",5분 이내,아무나,https://www.10000recipe.com/recipe/6874685
37,"유부초밥 맛있게 만드는법,유부초밥 황금레시피 ",조회수 13.6만,시판유부초밥만들기세트|피망:1개|당근:1/3개|스팸:1/2개|깨:1스푼|밥:330G,3인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6852599
38,여름엔 새콤하고 깔끔한 오이냉채,조회수 1.4만,@,@,@,@,https://www.10000recipe.com/recipe/734547
39,수미네반찬 콩자반 따라만들기,조회수 3만,검은콩:1대접|물:콩이잠길정도|간장:물양의:1/3|설탕:6숟가락|꿀:기호에따라|통깨|참기름:약간,@,@,@,https://www.10000recipe.com/recipe/6894598
40,"밥도둑 생선반찬/고등어 무조림,고등어조림",조회수 3.8만,고등어:2마리|무:1/4토막|대파:2개|청양고추:2개|양파:1/2개|간장:3스푼|고춧가루:3스푼|고추장:1/2스푼|물:2컵|다진마늘:1스푼|올리고당:1스푼|생강술:1/2스푼|된장:1/2스푼|매실청:1스푼|소금:1/2스푼|후추:약간,4인분,60분 이내,초급,https://www.10000recipe.com/recipe/6855001
41,자취라이프 쉬어버린 파김치!!! 심폐소생술로 살린 파김치볶음,조회수 1.2만,파김치:1주먹|들기름:2숟가락|통깨:1/3숟가락,2인분,5분 이내,아무나,https://www.10000recipe.com/recipe/6839263
42,쫄깃 탱탱 목이버섯볶음,조회수 3.2만,말린목이버섯:1/2줌|양파:1/4개|피망:1/2개|당근:1/6개|오일:적당량|소금:약간|참기름:약간|깨소금:약간,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2921077
43,배중탕 배숙 기침에 효과 좋아요,조회수 1.9만,배|대추|꿀|도라지,2인분,60분 이내,아무나,https://www.10000recipe.com/recipe/6857506
44,양미리구이,"조회수 4,659",양미리:6마리|소금|식용유,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/6948441
45,황사에 좋은 소고기 육회 ,조회수 2.2만,육회용:쇠고기:200g|배:1/2개|설탕:1숟갈|물:2컵|오이:1/2개|잣:1숟갈|간장:3숟갈|설탕:1숟갈|참기름:1숟갈|다진마늘:1숟갈|깨소금:1숟갈|후추:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/1152528
46,"밥하기 싫은 날엔 달걀 밥피자, 고등어강정, 단배추 열무김치",조회수 1.8만,@,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/1137094
47,"아삭한 야채와 곁들이는
도토리묵&양념장",조회수 1.8만,도토리묵:1모(300g)|오이:조금|숙주:삶은것:조금|간장:2T|설탕:2/3T|파|통깨|참기름,3인분,15분 이내,아무나,https://www.10000recipe.com/recipe/6868415
